Algorithm,n_clusters,n_neighbors,assign_labels,eigen_solver,Repetition,ARI,NMI,DBI,Silhouette,CHS,Predicted k,Time
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=kmeans, eigen_solver=arpack)_0",2,7,kmeans,arpack,0,-0.10071773962621168,0.11254501530285188,1.8150241413297414,0.09183497094412857,21.704796588579764,2,0.012564897537231445
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=kmeans, eigen_solver=arpack)_1",2,7,kmeans,arpack,1,-0.1024090170622643,0.10961537434370375,1.791884681781072,0.08741094113564482,21.18226221813485,2,0.012862443923950195
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=kmeans, eigen_solver=arpack)_2",2,7,kmeans,arpack,2,-0.10071773962621168,0.11254501530285188,1.8150241413297414,0.09183497094412857,21.704796588579764,2,0.01189565658569336
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=kmeans, eigen_solver=arpack)_3",2,7,kmeans,arpack,3,-0.1024090170622643,0.10961537434370375,1.791884681781072,0.08741094113564482,21.18226221813485,2,0.012377023696899414
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=kmeans, eigen_solver=arpack)_4",2,7,kmeans,arpack,4,-0.10071773962621168,0.11254501530285188,1.8150241413297414,0.09183497094412857,21.704796588579764,2,0.012668848037719727
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=kmeans, eigen_solver=arpack)_5",2,7,kmeans,arpack,5,-0.1024090170622643,0.10961537434370375,1.791884681781072,0.08741094113564482,21.18226221813485,2,0.012551069259643555
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=kmeans, eigen_solver=arpack)_6",2,7,kmeans,arpack,6,-0.10071773962621168,0.11254501530285188,1.8150241413297414,0.09183497094412857,21.704796588579764,2,0.012864112854003906
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=kmeans, eigen_solver=arpack)_7",2,7,kmeans,arpack,7,-0.10071773962621168,0.11254501530285188,1.8150241413297414,0.09183497094412857,21.704796588579764,2,0.012941598892211914
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=kmeans, eigen_solver=arpack)_8",2,7,kmeans,arpack,8,-0.10071773962621168,0.11254501530285188,1.8150241413297414,0.09183497094412857,21.704796588579764,2,0.011423587799072266
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=kmeans, eigen_solver=arpack)_9",2,7,kmeans,arpack,9,-0.1024090170622643,0.10961537434370375,1.791884681781072,0.08741094113564482,21.18226221813485,2,0.012117862701416016
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=cluster_qr, eigen_solver=lobpcg)_0",2,7,cluster_qr,lobpcg,0,-0.07967550689370366,0.13674293948004568,1.9736312548800277,0.10432516777075064,23.26847183430452,2,0.014317512512207031
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=cluster_qr, eigen_solver=lobpcg)_1",2,7,cluster_qr,lobpcg,1,-0.07967550689370366,0.13674293948004568,1.9736312548800277,0.10432516777075064,23.26847183430452,2,0.014855384826660156
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=cluster_qr, eigen_solver=lobpcg)_2",2,7,cluster_qr,lobpcg,2,-0.07967550689370366,0.13674293948004568,1.9736312548800277,0.10432516777075064,23.26847183430452,2,0.018774986267089844
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=cluster_qr, eigen_solver=lobpcg)_3",2,7,cluster_qr,lobpcg,3,-0.07967550689370366,0.13674293948004568,1.9736312548800277,0.10432516777075064,23.26847183430452,2,0.016672611236572266
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=cluster_qr, eigen_solver=lobpcg)_4",2,7,cluster_qr,lobpcg,4,-0.07967550689370366,0.13674293948004568,1.9736312548800277,0.10432516777075064,23.26847183430452,2,0.0184476375579834
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=cluster_qr, eigen_solver=lobpcg)_5",2,7,cluster_qr,lobpcg,5,-0.07967550689370366,0.13674293948004568,1.9736312548800277,0.10432516777075064,23.26847183430452,2,0.01939845085144043
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=cluster_qr, eigen_solver=lobpcg)_6",2,7,cluster_qr,lobpcg,6,-0.07967550689370366,0.13674293948004568,1.9736312548800277,0.10432516777075064,23.26847183430452,2,0.017862796783447266
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=cluster_qr, eigen_solver=lobpcg)_7",2,7,cluster_qr,lobpcg,7,-0.07967550689370366,0.13674293948004568,1.9736312548800277,0.10432516777075064,23.26847183430452,2,0.016589641571044922
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=cluster_qr, eigen_solver=lobpcg)_8",2,7,cluster_qr,lobpcg,8,-0.07967550689370366,0.13674293948004568,1.9736312548800277,0.10432516777075064,23.26847183430452,2,0.018781423568725586
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=cluster_qr, eigen_solver=lobpcg)_9",2,7,cluster_qr,lobpcg,9,-0.07967550689370366,0.13674293948004568,1.9736312548800277,0.10432516777075064,23.26847183430452,2,0.021657466888427734
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=cluster_qr, eigen_solver=amg)_0",2,7,cluster_qr,amg,0,-0.07967550689370366,0.13674293948004568,1.9736312548800277,0.10432516777075064,23.26847183430452,2,0.017575979232788086
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=cluster_qr, eigen_solver=amg)_1",2,7,cluster_qr,amg,1,-0.07967550689370366,0.13674293948004568,1.9736312548800277,0.10432516777075064,23.26847183430452,2,0.017519712448120117
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=cluster_qr, eigen_solver=amg)_2",2,7,cluster_qr,amg,2,-0.07967550689370366,0.13674293948004568,1.9736312548800277,0.10432516777075064,23.26847183430452,2,0.01858067512512207
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=cluster_qr, eigen_solver=amg)_3",2,7,cluster_qr,amg,3,-0.07967550689370366,0.13674293948004568,1.9736312548800277,0.10432516777075064,23.26847183430452,2,0.018993377685546875
"SpectralClusteringWrapper(n_clusters=2, n_neighbors=7, assign_labels=cluster_qr, eigen_solver=amg)_4",2,7,cluster_qr,amg,4,-0.07967550689370366,0.13674293948004568,1.9736312548800277,0.10432516777075064,23.26847183430452,2,0.01760697364807129
