Algorithm,n_clusters,fuzziness,rho,Repetition,ARI,NMI,DBI,Silhouette,CHS,Predicted k,Time
"FuzzyCMeans(n_clusters=2, fuzziness=1.5, rho=0.9)_7",2,1.5,0.9,7,0.23165894259680214,0.19160601462692087,2.000285072724243,0.20483563728695584,36.40839980146401,2,0.0156552791595459
"FuzzyCMeans(n_clusters=2, fuzziness=1.5, rho=0.9)_8",2,1.5,0.9,8,0.18965660555728556,0.1851745122600186,2.0166758850123556,0.1988749879542904,36.2762690363099,2,0.0
"FuzzyCMeans(n_clusters=2, fuzziness=1.5, rho=0.9)_9",2,1.5,0.9,9,0.1502892999645793,0.1828246116790309,1.9954342609531392,0.1951277729097164,36.7650490993057,2,0.0
"FuzzyCMeans(n_clusters=2, fuzziness=2, rho=0.5)_0",2,2.0,0.5,0,0.1914166167341919,0.20457937625286857,2.0065564761803283,0.19698810272431258,36.56954311584128,2,0.0
"FuzzyCMeans(n_clusters=2, fuzziness=2, rho=0.5)_1",2,2.0,0.5,1,0.16018937629510724,0.18804689976199973,1.9972746532933257,0.19591331439684806,36.77071145608096,2,0.0
"FuzzyCMeans(n_clusters=2, fuzziness=2, rho=0.5)_2",2,2.0,0.5,2,0.1502892999645793,0.1828246116790309,1.9954342609531392,0.1951277729097164,36.7650490993057,2,0.015616893768310547
"FuzzyCMeans(n_clusters=2, fuzziness=2, rho=0.5)_3",2,2.0,0.5,3,0.16018937629510724,0.18804689976199973,1.9972746532933257,0.19591331439684806,36.77071145608096,2,0.0
"FuzzyCMeans(n_clusters=2, fuzziness=2, rho=0.5)_4",2,2.0,0.5,4,0.16018937629510724,0.18804689976199973,1.9972746532933257,0.19591331439684806,36.77071145608096,2,0.0
"FuzzyCMeans(n_clusters=2, fuzziness=2, rho=0.5)_5",2,2.0,0.5,5,0.23165894259680214,0.19160601462692087,2.000285072724243,0.20483563728695584,36.40839980146401,2,0.0
"FuzzyCMeans(n_clusters=2, fuzziness=2, rho=0.5)_6",2,2.0,0.5,6,0.23165894259680214,0.1916060146269209,2.000285072724243,0.20483563728695584,36.40839980146401,2,0.0
"FuzzyCMeans(n_clusters=2, fuzziness=2, rho=0.5)_7",2,2.0,0.5,7,0.1502892999645793,0.18282461167903094,1.9954342609531392,0.1951277729097164,36.7650490993057,2,0.0
"FuzzyCMeans(n_clusters=2, fuzziness=2, rho=0.5)_8",2,2.0,0.5,8,0.1914166167341919,0.20457937625286857,2.0065564761803283,0.19698810272431258,36.56954311584128,2,0.010007143020629883
"FuzzyCMeans(n_clusters=2, fuzziness=2, rho=0.5)_9",2,2.0,0.5,9,0.14063721658367048,0.1777362334054973,1.9930419676345044,0.193668289585889,36.726730336139774,2,0.0050313472747802734
