Algorithm,k,Distance_Metric,Repetition,ARI,NMI,DBI,Silhouette,CHS,Predicted k,Time
"KMeansAlgorithm(k=7, Distance_Metric=euclidean)_2",7,euclidean,2,0.05592303018533838,0.09461473587384438,2.102121847003069,0.13434269972194426,17.54716203747122,7,0.0
"KMeansAlgorithm(k=7, Distance_Metric=euclidean)_3",7,euclidean,3,0.052504393561330215,0.12060524391712259,2.072079043104165,0.13442539261691394,17.81741173015442,7,0.0
"KMeansAlgorithm(k=7, Distance_Metric=euclidean)_4",7,euclidean,4,0.07468634224093859,0.15311629537945573,2.0064468610039645,0.16755831776104735,18.482196154840782,7,0.015612125396728516
"KMeansAlgorithm(k=7, Distance_Metric=euclidean)_5",7,euclidean,5,0.09663248025674885,0.13787509795579153,1.9222627217951747,0.16703619463646152,18.493050479508092,7,0.0
"KMeansAlgorithm(k=7, Distance_Metric=euclidean)_6",7,euclidean,6,0.017137878078509767,0.09786135600744282,1.875829300322328,0.13899787474361977,18.123546384696727,7,0.0
"KMeansAlgorithm(k=7, Distance_Metric=euclidean)_7",7,euclidean,7,0.028244738296595857,0.08527487464851076,1.9154512950262288,0.13203047997935907,17.7278974407727,7,0.0
"KMeansAlgorithm(k=7, Distance_Metric=euclidean)_8",7,euclidean,8,0.06928902260719981,0.13774006926346943,1.9968584121326114,0.15322435761772726,17.99646276399532,7,0.013527870178222656
"KMeansAlgorithm(k=7, Distance_Metric=euclidean)_9",7,euclidean,9,0.05127416773536906,0.1098758210707969,1.8093329982624229,0.16502724662000398,19.0176768445657,7,0.015680789947509766
"KMeansAlgorithm(k=7, Distance_Metric=manhattan)_0",7,manhattan,0,0.1726689509939647,0.18656405290518255,1.8436277985318241,0.18540119050428427,18.159001354128442,7,0.0
"KMeansAlgorithm(k=7, Distance_Metric=manhattan)_1",7,manhattan,1,0.14308422890164554,0.17164174318485675,1.9466180812548919,0.16902500676442414,16.988219899904063,7,0.0
"KMeansAlgorithm(k=7, Distance_Metric=manhattan)_2",7,manhattan,2,0.08599417099359412,0.1243562205700482,1.7962038740483497,0.17019729415563073,19.284004032488998,7,0.0
"KMeansAlgorithm(k=7, Distance_Metric=manhattan)_3",7,manhattan,3,0.1748939653468412,0.12105490394102893,1.883718199004388,0.17701852735806767,15.480570718293711,7,0.008549928665161133
"KMeansAlgorithm(k=7, Distance_Metric=manhattan)_4",7,manhattan,4,0.12738601002814146,0.14416476974227652,1.9923233013346118,0.1690841570032485,17.404769286169643,7,0.0
"KMeansAlgorithm(k=7, Distance_Metric=manhattan)_5",7,manhattan,5,0.13117968072582026,0.17097389349775177,1.957711290047488,0.1571318733090886,17.965087997654535,7,0.0
"KMeansAlgorithm(k=7, Distance_Metric=manhattan)_6",7,manhattan,6,0.131260175965444,0.11861546955739986,1.8523334528151678,0.17908095094299492,16.951558705659497,7,0.0
"KMeansAlgorithm(k=7, Distance_Metric=manhattan)_7",7,manhattan,7,0.12222507974808684,0.13991178427333764,1.8874705162511873,0.1793865137872274,18.196333333093364,7,0.0
"KMeansAlgorithm(k=7, Distance_Metric=manhattan)_8",7,manhattan,8,0.12416333166957856,0.11978852076341423,2.0716677274371196,0.16609862966720618,16.38601370474592,7,0.0
"KMeansAlgorithm(k=7, Distance_Metric=manhattan)_9",7,manhattan,9,0.11575254648150547,0.15366673064395348,1.9119242832710432,0.1569949494522133,18.358532342535177,7,0.0
"KMeansAlgorithm(k=7, Distance_Metric=clark)_0",7,clark,0,0.07172375947042203,0.1469446008955819,2.626777469227498,0.08956259816365032,16.787909135449393,4,0.015608072280883789
"KMeansAlgorithm(k=7, Distance_Metric=clark)_1",7,clark,1,-0.04091719851409457,0.12496184546417148,1.7385803580629164,0.056743580427561904,10.334710310290992,4,0.015670061111450195
"KMeansAlgorithm(k=7, Distance_Metric=clark)_2",7,clark,2,0.2620834829911664,0.18073259485509605,1.8184388500528315,-0.08323835108249761,12.999519304422789,4,0.0
"KMeansAlgorithm(k=7, Distance_Metric=clark)_3",7,clark,3,0.161242867792373,0.15431315019280933,2.569937315674685,0.016928487323157996,14.64924681938788,5,0.0
"KMeansAlgorithm(k=7, Distance_Metric=clark)_4",7,clark,4,0.23925975947546874,0.21513137153761086,2.350683625474911,-0.014874285028742336,14.723059782780474,4,0.011012554168701172
"KMeansAlgorithm(k=7, Distance_Metric=clark)_5",7,clark,5,0.28256080698919334,0.16602388635637133,2.2376101939198945,0.16320334980558504,16.742163807015874,4,0.015679359436035156
"KMeansAlgorithm(k=7, Distance_Metric=clark)_6",7,clark,6,0.17424874889539016,0.17051279072320635,2.5619103695941687,-0.013471849438699049,12.314191163132879,5,0.015665054321289062
"KMeansAlgorithm(k=7, Distance_Metric=clark)_7",7,clark,7,0.10528350632813581,0.15624423454440503,2.5624128891680735,0.10221346885538937,15.692700799870618,4,0.015629291534423828
"KMeansAlgorithm(k=7, Distance_Metric=clark)_8",7,clark,8,0.2690665581485826,0.20276966962374318,2.5299804230007927,0.16761663994677173,21.033531200039125,3,0.015645265579223633
"KMeansAlgorithm(k=7, Distance_Metric=clark)_9",7,clark,9,0.31714727645603746,0.1768516927563814,1.9409502761574102,0.07929653094425151,14.503575374487122,4,0.0
"KMeansAlgorithm(k=8, Distance_Metric=euclidean)_0",8,euclidean,0,0.04336780822426096,0.1164300049820929,1.793284616022992,0.1555065163506272,18.462198875044205,8,0.0
"KMeansAlgorithm(k=8, Distance_Metric=euclidean)_1",8,euclidean,1,0.05179528993539344,0.10331576058766845,1.8657351852000865,0.1549080158046922,17.11334668221595,8,0.0
"KMeansAlgorithm(k=8, Distance_Metric=euclidean)_2",8,euclidean,2,0.024428510707465455,0.0999302125653262,1.7893779830348517,0.1452930888830594,16.476152683992755,8,0.0
"KMeansAlgorithm(k=8, Distance_Metric=euclidean)_3",8,euclidean,3,0.03708744633196053,0.11551651560990174,1.915052148260518,0.14376265760248824,16.811493468407665,8,0.0
"KMeansAlgorithm(k=8, Distance_Metric=euclidean)_4",8,euclidean,4,0.08867184485436619,0.1659428201531317,1.8859179457311437,0.15811822813312562,18.34663659086307,8,0.0
"KMeansAlgorithm(k=8, Distance_Metric=euclidean)_5",8,euclidean,5,0.06559395218651448,0.13822659572726087,1.7647015884363508,0.16765241255467359,18.755447699003856,8,0.0
"KMeansAlgorithm(k=8, Distance_Metric=euclidean)_6",8,euclidean,6,0.05494292425160944,0.12469966345553818,1.9450490854310252,0.14647282099577755,16.483751960015507,8,0.0
"KMeansAlgorithm(k=8, Distance_Metric=euclidean)_7",8,euclidean,7,0.07200795632243034,0.12543679434104607,1.8962404711981455,0.15956627123315031,17.21598136270455,8,0.01569962501525879
"KMeansAlgorithm(k=8, Distance_Metric=euclidean)_8",8,euclidean,8,0.09536754040869909,0.15279793499719382,1.8710106223992367,0.1729872062064185,17.080342297874765,8,0.015566349029541016
"KMeansAlgorithm(k=8, Distance_Metric=euclidean)_9",8,euclidean,9,0.05393198178504798,0.11208301948832758,1.9322544929205165,0.14440688962567905,17.11058050969198,8,0.0
"KMeansAlgorithm(k=8, Distance_Metric=manhattan)_0",8,manhattan,0,0.11421598012320355,0.1668048460873761,1.8684814553000926,0.1578022438980498,16.48086387905409,8,0.0
"KMeansAlgorithm(k=8, Distance_Metric=manhattan)_1",8,manhattan,1,0.09084910600516054,0.09230217375247456,1.8893456075455406,0.16576536334751826,15.365390467472237,8,0.0
"KMeansAlgorithm(k=8, Distance_Metric=manhattan)_2",8,manhattan,2,0.09580574744123091,0.13160191867363183,1.8799355181709942,0.1563982420218647,15.631582688328136,8,0.01569056510925293
"KMeansAlgorithm(k=8, Distance_Metric=manhattan)_3",8,manhattan,3,0.07067816477331916,0.1152312295971627,1.8380121893725319,0.17494965697564122,18.136022951561102,8,0.0
"KMeansAlgorithm(k=8, Distance_Metric=manhattan)_4",8,manhattan,4,0.10906531361219714,0.13586141344691663,1.8820399183105478,0.17918198429044432,17.050464785449112,8,0.0
"KMeansAlgorithm(k=8, Distance_Metric=manhattan)_5",8,manhattan,5,0.08835488087335253,0.1394654499646228,1.902541751405968,0.14572148141778474,16.865798263073327,8,0.02082037925720215
"KMeansAlgorithm(k=8, Distance_Metric=manhattan)_6",8,manhattan,6,0.07126672687018054,0.12059305536334643,2.0279612442614248,0.15003976790543117,16.40583142913426,8,0.0
"KMeansAlgorithm(k=8, Distance_Metric=manhattan)_7",8,manhattan,7,0.08485849847031954,0.11512871025971962,1.9412677249198693,0.16477397245894698,16.14168167370979,8,0.015678882598876953
"KMeansAlgorithm(k=8, Distance_Metric=manhattan)_8",8,manhattan,8,0.08219683145832901,0.10553757199098755,1.8466342760576029,0.1640105874063898,16.889726498476744,8,0.0
"KMeansAlgorithm(k=8, Distance_Metric=manhattan)_9",8,manhattan,9,0.13586868175911102,0.1590756545088014,1.817572028177052,0.16051962234928996,17.087227635236584,8,0.015621662139892578
"KMeansAlgorithm(k=8, Distance_Metric=clark)_0",8,clark,0,0.3428874533170749,0.21858756302363674,2.298016835212873,0.17531434284515282,18.160146573429508,3,0.009520530700683594
"KMeansAlgorithm(k=8, Distance_Metric=clark)_1",8,clark,1,0.18910859234970673,0.13815072875961293,2.185204904838658,-0.005992419757372101,12.3021483307526,6,0.0
"KMeansAlgorithm(k=8, Distance_Metric=clark)_2",8,clark,2,0.29035971494251345,0.20117805200084482,2.490453330832991,0.1420444018644747,15.454495609153467,4,0.015634775161743164
"KMeansAlgorithm(k=8, Distance_Metric=clark)_3",8,clark,3,0.18334807654965588,0.11500652915441752,1.7678882461623857,0.1333211693465597,14.55510563813622,4,0.0
"KMeansAlgorithm(k=8, Distance_Metric=clark)_4",8,clark,4,0.27002528055569247,0.1663833493104854,2.2125576456249965,0.15654248821733668,15.996536534535188,4,0.0
"KMeansAlgorithm(k=8, Distance_Metric=clark)_5",8,clark,5,0.2523554601658934,0.15176488924767215,1.9855976156739812,0.1091648551295051,11.769102127783446,4,0.006827116012573242
"KMeansAlgorithm(k=8, Distance_Metric=clark)_6",8,clark,6,0.30610376071349976,0.21205750330655193,2.264689922243688,0.13441673789653003,14.048767857942732,5,0.0
"KMeansAlgorithm(k=8, Distance_Metric=clark)_7",8,clark,7,0.11865893282727534,0.15770973708149655,2.36130140519667,0.11564013063020999,22.206870706008115,3,0.0
"KMeansAlgorithm(k=8, Distance_Metric=clark)_8",8,clark,8,0.1847563881470067,0.17040824082452194,2.544886203681358,0.007015213123138998,14.186484353545769,5,0.015610456466674805
"KMeansAlgorithm(k=8, Distance_Metric=clark)_9",8,clark,9,0.08296629802603596,0.1283064643097732,2.4168376451881532,0.1047869206822325,15.934104477952797,4,0.0
"KMeansAlgorithm(k=9, Distance_Metric=euclidean)_0",9,euclidean,0,0.040564154621430454,0.11924013133930483,1.8617884326970457,0.16031424159223592,16.88618533977193,9,0.0
"KMeansAlgorithm(k=9, Distance_Metric=euclidean)_1",9,euclidean,1,0.050591957539970034,0.14167907124197532,1.8578185909247358,0.16768684776086,17.549233269350264,9,0.014514684677124023
"KMeansAlgorithm(k=9, Distance_Metric=euclidean)_2",9,euclidean,2,0.06657451521285412,0.10403816372034726,1.977014388473834,0.15972528472752937,15.192873527987441,9,0.015639781951904297
"KMeansAlgorithm(k=9, Distance_Metric=euclidean)_3",9,euclidean,3,0.04732122366803074,0.1317462410266964,1.7672117471919122,0.14744741350839974,16.535150475683917,9,0.0064809322357177734
"KMeansAlgorithm(k=9, Distance_Metric=euclidean)_4",9,euclidean,4,0.05378458913684467,0.1424388249883693,1.8055880581300119,0.16354755722021638,17.812390378389946,9,0.01564478874206543
"KMeansAlgorithm(k=9, Distance_Metric=euclidean)_5",9,euclidean,5,0.06137625472378739,0.13944261221291795,1.8168348360212425,0.16360723793512646,17.633468066506726,9,0.0
"KMeansAlgorithm(k=9, Distance_Metric=euclidean)_6",9,euclidean,6,0.06711233945739238,0.14991361893119967,1.8874242940436008,0.15178215474083892,16.490556040554498,9,0.0
"KMeansAlgorithm(k=9, Distance_Metric=euclidean)_7",9,euclidean,7,0.07701987442755996,0.12966977067031982,1.7906686859452106,0.16066316278738724,16.02935090724972,9,0.0
"KMeansAlgorithm(k=9, Distance_Metric=euclidean)_8",9,euclidean,8,0.06824826350356414,0.125396621870072,1.7965732257068987,0.16224636157328862,15.46629453745969,9,0.0169525146484375
"KMeansAlgorithm(k=9, Distance_Metric=euclidean)_9",9,euclidean,9,0.027735043245271776,0.1244826002666411,1.8087728562029102,0.1404249103954188,16.570408648515123,9,0.0
"KMeansAlgorithm(k=9, Distance_Metric=manhattan)_0",9,manhattan,0,0.10745565108948726,0.14879826201692048,1.8454813532723344,0.1663770815173831,15.229664845346363,9,0.0
"KMeansAlgorithm(k=9, Distance_Metric=manhattan)_1",9,manhattan,1,0.07835889407655891,0.11355803559158523,1.828225530044551,0.1613980900222349,16.37290340262176,9,0.008017778396606445
"KMeansAlgorithm(k=9, Distance_Metric=manhattan)_2",9,manhattan,2,0.08363216648898208,0.14904675609859588,2.028193621827477,0.0929294475979063,14.382302737852907,9,0.0
"KMeansAlgorithm(k=9, Distance_Metric=manhattan)_3",9,manhattan,3,0.11788118255146865,0.15558634142791147,1.7184104085567415,0.174134464105381,15.382728436103115,9,0.015654563903808594
"KMeansAlgorithm(k=9, Distance_Metric=manhattan)_4",9,manhattan,4,0.0704753589457416,0.12518648608050997,1.9319662472394912,0.14880525953462503,15.25256217748369,9,0.01558995246887207
"KMeansAlgorithm(k=9, Distance_Metric=manhattan)_5",9,manhattan,5,0.08310330965221793,0.13653424092629138,1.86094586264437,0.13809437513284847,15.531946930970058,9,0.0
"KMeansAlgorithm(k=9, Distance_Metric=manhattan)_6",9,manhattan,6,0.12405047437062443,0.17187459382652995,1.870103067172372,0.18302596158588233,16.270129393599003,9,0.014021158218383789
"KMeansAlgorithm(k=9, Distance_Metric=manhattan)_7",9,manhattan,7,0.07409665919730617,0.11832041922612195,1.8536366108817721,0.16188365983493458,16.9561960439103,9,0.0156404972076416
"KMeansAlgorithm(k=9, Distance_Metric=manhattan)_8",9,manhattan,8,0.10955868690036186,0.14491097840879633,1.8884401294344748,0.1419025015037571,14.166066786910145,9,0.0
"KMeansAlgorithm(k=9, Distance_Metric=manhattan)_9",9,manhattan,9,0.10006345653800693,0.17505131462099058,1.7766655838874494,0.15952662886484006,16.33428568836291,9,0.0
"KMeansAlgorithm(k=9, Distance_Metric=clark)_0",9,clark,0,0.16059138039501084,0.18245037149269877,2.3811075581885492,0.07296231808974288,13.94415537944521,5,0.0
"KMeansAlgorithm(k=9, Distance_Metric=clark)_1",9,clark,1,0.19386249077389908,0.20504674088106042,2.3444157763742295,-0.006262170531696086,12.789906263952288,5,0.02015852928161621
"KMeansAlgorithm(k=9, Distance_Metric=clark)_2",9,clark,2,0.17948082198966941,0.15945096665274477,2.3686306824778285,0.01879573038609913,12.966884164587961,7,0.0
"KMeansAlgorithm(k=9, Distance_Metric=clark)_3",9,clark,3,0.09246916335580892,0.15582688576382178,2.430344654181889,0.1372181947941158,23.0436973204717,3,0.015624523162841797
"KMeansAlgorithm(k=9, Distance_Metric=clark)_4",9,clark,4,0.2679938762483253,0.14612036232521725,2.459131712867019,0.14612299472113066,14.005943376968302,5,0.0
"KMeansAlgorithm(k=9, Distance_Metric=clark)_5",9,clark,5,0.34695269495909287,0.22654610042928197,2.364471799954931,0.17132515468721476,18.137742131035534,3,0.0
"KMeansAlgorithm(k=9, Distance_Metric=clark)_6",9,clark,6,0.1641137468459554,0.1541360265089305,2.787163792410414,0.030271308772915756,12.686707444084869,6,0.01604938507080078
"KMeansAlgorithm(k=9, Distance_Metric=clark)_7",9,clark,7,0.2692560058781039,0.16687698178283444,2.0896548150503222,0.1263293328176021,12.934278802972061,6,0.01564502716064453
"KMeansAlgorithm(k=9, Distance_Metric=clark)_8",9,clark,8,0.2617383501535598,0.1664529957131124,2.323769151293025,0.09564595696176387,13.114881111893709,5,0.015575408935546875
"KMeansAlgorithm(k=9, Distance_Metric=clark)_9",9,clark,9,0.25544041577732207,0.15308483753413307,2.084721697317444,0.14210499003690255,14.823281488123136,4,0.0
"KMeansAlgorithm(k=10, Distance_Metric=euclidean)_0",10,euclidean,0,0.06837146910139928,0.12735893699884093,1.8715486578928537,0.1573388873945497,15.081255199598763,10,0.016643047332763672
"KMeansAlgorithm(k=10, Distance_Metric=euclidean)_1",10,euclidean,1,0.04586825585023566,0.1446650982840133,1.7806451398553342,0.17434124504886056,17.093452098815607,10,0.0
"KMeansAlgorithm(k=10, Distance_Metric=euclidean)_2",10,euclidean,2,0.04160325765405805,0.11940980946017105,1.8329748247984565,0.14059147409688771,15.837510384747512,10,0.015661001205444336
"KMeansAlgorithm(k=10, Distance_Metric=euclidean)_3",10,euclidean,3,0.05871359478672293,0.12072777116421057,1.8390605411081904,0.14529998483433818,15.22321128942391,10,0.0
"KMeansAlgorithm(k=10, Distance_Metric=euclidean)_4",10,euclidean,4,0.07139394859707567,0.12708323610323313,1.7578982275825747,0.17286726695579013,16.69260313894154,10,0.007012128829956055
"KMeansAlgorithm(k=10, Distance_Metric=euclidean)_5",10,euclidean,5,0.06001836368136176,0.09568855643177537,1.870667953129167,0.14997372207813314,15.393090077039227,10,0.0
"KMeansAlgorithm(k=10, Distance_Metric=euclidean)_6",10,euclidean,6,0.05030033714535513,0.10562704346206123,1.7799409075966834,0.16339287371188776,15.910390020422726,10,0.015624284744262695
"KMeansAlgorithm(k=10, Distance_Metric=euclidean)_7",10,euclidean,7,0.06686694618039084,0.11686439015431281,1.7527314100561373,0.16762441194906083,16.320756066567554,10,0.0
"KMeansAlgorithm(k=10, Distance_Metric=euclidean)_8",10,euclidean,8,0.05436606288358665,0.117228736440134,1.7260864555477198,0.1736074349006253,16.746933435510194,10,0.0030121803283691406
"KMeansAlgorithm(k=10, Distance_Metric=euclidean)_9",10,euclidean,9,0.012417414423836004,0.08088321392643313,1.722580401096352,0.15094233889592723,15.999758713604624,10,0.0
"KMeansAlgorithm(k=10, Distance_Metric=manhattan)_0",10,manhattan,0,0.10551772835345828,0.14645835258128415,1.7244737270192563,0.18417811429211706,15.91347923475941,10,0.0
"KMeansAlgorithm(k=10, Distance_Metric=manhattan)_1",10,manhattan,1,0.08647097736750449,0.12165864400363746,1.8755200727627641,0.14144211939531462,14.506925451879876,10,0.0
"KMeansAlgorithm(k=10, Distance_Metric=manhattan)_2",10,manhattan,2,0.06325572265043908,0.13689007238530457,1.8503899074528587,0.1617433105039197,16.14594710200234,10,0.015578269958496094
"KMeansAlgorithm(k=10, Distance_Metric=manhattan)_3",10,manhattan,3,0.07104022814572249,0.15787304036211497,1.7935273829375102,0.16329142781808778,16.16053767720623,10,0.0
"KMeansAlgorithm(k=10, Distance_Metric=manhattan)_4",10,manhattan,4,0.10418618107521706,0.15679918338334334,1.7954364885866134,0.15958993903787236,14.83706150913175,10,0.0
"KMeansAlgorithm(k=10, Distance_Metric=manhattan)_5",10,manhattan,5,0.1037996646581343,0.15456809488803785,1.778478880049677,0.15344384813519008,15.152607375243491,10,0.0
"KMeansAlgorithm(k=10, Distance_Metric=manhattan)_6",10,manhattan,6,0.07215894622597895,0.14050700543168418,1.76992266748521,0.1549127187584715,15.009114927951623,10,0.005054473876953125
"KMeansAlgorithm(k=10, Distance_Metric=manhattan)_7",10,manhattan,7,0.08987786410215351,0.12475081940028704,1.8218996316030736,0.16936755157367342,14.432780936909337,10,0.0
"KMeansAlgorithm(k=10, Distance_Metric=manhattan)_8",10,manhattan,8,0.06634093221156842,0.14331953004948642,1.7507752110432393,0.17454592742554928,16.549342257729595,10,0.009050607681274414
"KMeansAlgorithm(k=10, Distance_Metric=manhattan)_9",10,manhattan,9,0.09538263861445302,0.12371633003720435,1.7851059954747583,0.15685032684393632,14.76166832382064,10,0.0
"KMeansAlgorithm(k=10, Distance_Metric=clark)_0",10,clark,0,0.273484763323857,0.16691097726266194,2.1510369392128266,0.1652048296202384,17.0922675193175,4,0.015659809112548828
"KMeansAlgorithm(k=10, Distance_Metric=clark)_1",10,clark,1,0.21481323758576876,0.1420370545162389,2.209861539040686,0.1136312430091062,11.720151678569342,7,0.01562190055847168
"KMeansAlgorithm(k=10, Distance_Metric=clark)_2",10,clark,2,0.12955171631233361,0.15909438462175113,2.5481147077049457,0.07045676445243643,13.538919427971038,5,0.001013040542602539
"KMeansAlgorithm(k=10, Distance_Metric=clark)_3",10,clark,3,0.053909868010906394,0.13772927457354703,2.7231138467380256,0.11742886710259827,20.43066498634282,3,0.0
"KMeansAlgorithm(k=10, Distance_Metric=clark)_4",10,clark,4,0.31714727645603746,0.17685169275638143,1.9409502761574102,0.07929653094425151,14.503575374487118,4,0.0
"KMeansAlgorithm(k=10, Distance_Metric=clark)_5",10,clark,5,0.060860553277048236,0.15412644822417776,2.157679868435124,0.0735165288513718,14.260819297601833,4,0.015614032745361328
"KMeansAlgorithm(k=10, Distance_Metric=clark)_6",10,clark,6,0.2604722747213517,0.17357959144377888,2.2834416776174633,0.15691260870814788,17.972962314210196,4,0.01562356948852539
"KMeansAlgorithm(k=10, Distance_Metric=clark)_7",10,clark,7,0.14647732102699726,0.15216681011025834,2.590739539284267,0.02829846930940782,15.80166802983443,5,0.004309892654418945
"KMeansAlgorithm(k=10, Distance_Metric=clark)_8",10,clark,8,0.23213372037062366,0.1822086966639243,2.586784005237026,0.1671232124312765,21.949380442104637,3,0.0
"KMeansAlgorithm(k=10, Distance_Metric=clark)_9",10,clark,9,0.22976329053106323,0.12968655057428607,2.580271478140018,0.14667635172831972,15.015888117791086,5,0.011551141738891602
"KMeansAlgorithm(k=11, Distance_Metric=euclidean)_0",11,euclidean,0,0.048228695118229505,0.12959464194569795,1.7553827374545141,0.16319323582670084,15.818621604248422,11,0.0
"KMeansAlgorithm(k=11, Distance_Metric=euclidean)_1",11,euclidean,1,0.03788876890260819,0.09208983620829164,1.647541690598849,0.15687551621207135,14.484844019961653,11,0.0
"KMeansAlgorithm(k=11, Distance_Metric=euclidean)_2",11,euclidean,2,0.048084706814804284,0.15224849918582103,1.8531171895172627,0.13324479125637043,14.558971230529389,11,0.015621662139892578
"KMeansAlgorithm(k=11, Distance_Metric=euclidean)_3",11,euclidean,3,0.031771738951280694,0.1161538553066245,1.6959189181824612,0.06887838828535968,14.063812285423166,11,0.0
"KMeansAlgorithm(k=11, Distance_Metric=euclidean)_4",11,euclidean,4,0.03633753959197178,0.10759466912978333,1.8099975086661828,0.15144205338792605,15.137961325368973,11,0.0
"KMeansAlgorithm(k=11, Distance_Metric=euclidean)_5",11,euclidean,5,0.01784679047759568,0.09848074278698411,1.7958381851196803,0.14676354379827342,14.417270194691266,11,0.0
"KMeansAlgorithm(k=11, Distance_Metric=euclidean)_6",11,euclidean,6,0.04126348253858684,0.11176184472144972,1.7677844360486765,0.08572533846549306,13.9607024606194,11,0.0
"KMeansAlgorithm(k=11, Distance_Metric=euclidean)_7",11,euclidean,7,0.06636999683231383,0.12296679576215029,1.8050162922622257,0.16572665183872398,15.085621761378153,11,0.015681743621826172
"KMeansAlgorithm(k=11, Distance_Metric=euclidean)_8",11,euclidean,8,0.0605686386157191,0.1074989189838454,1.898607550629832,0.14328349512013996,12.797628964067265,11,0.0
"KMeansAlgorithm(k=11, Distance_Metric=euclidean)_9",11,euclidean,9,0.05358023018013554,0.1384968837468052,1.7503909441889547,0.13297780817000726,15.047157814156261,11,0.0
"KMeansAlgorithm(k=11, Distance_Metric=manhattan)_0",11,manhattan,0,0.10278556869869944,0.13003966218420146,1.6653027407595185,0.18402249450842717,14.92011941712371,11,0.015662193298339844
"KMeansAlgorithm(k=11, Distance_Metric=manhattan)_1",11,manhattan,1,0.08149192219923808,0.10611491199254577,1.884921043488338,0.13857563310162027,13.161671946516918,11,0.015611886978149414
"KMeansAlgorithm(k=11, Distance_Metric=manhattan)_2",11,manhattan,2,0.052348908811246236,0.12442780909440973,1.7153308057755536,0.171972194123991,15.732544458816005,11,0.0
"KMeansAlgorithm(k=11, Distance_Metric=manhattan)_3",11,manhattan,3,0.07849183676260937,0.12028980462591551,1.704186855572656,0.17952676853525476,15.499794461505035,11,0.0
"KMeansAlgorithm(k=11, Distance_Metric=manhattan)_4",11,manhattan,4,0.07563841430356856,0.1525637476397015,1.84854280630651,0.16354836713303686,14.991821585514797,11,0.0
"KMeansAlgorithm(k=11, Distance_Metric=manhattan)_5",11,manhattan,5,0.10671457562792659,0.15717994949900077,1.7380277118698582,0.17517156086492222,14.481053894589571,11,0.0
"KMeansAlgorithm(k=11, Distance_Metric=manhattan)_6",11,manhattan,6,0.06751808505254497,0.15716957055358574,1.7745058979633832,0.16037867728751462,14.469040293805325,11,0.0
"KMeansAlgorithm(k=11, Distance_Metric=manhattan)_7",11,manhattan,7,0.05737077948554857,0.13627283669443407,1.7634616199251645,0.1646320161434933,15.727922124136526,11,0.0
"KMeansAlgorithm(k=11, Distance_Metric=manhattan)_8",11,manhattan,8,0.06399305865610368,0.11837184760684248,1.767736467189689,0.17167261687895105,15.559960570028032,11,0.0
"KMeansAlgorithm(k=11, Distance_Metric=manhattan)_9",11,manhattan,9,0.08886025353377693,0.1234676839911186,1.8080891383057252,0.16938366683493042,14.18539414322124,11,0.01252126693725586
"KMeansAlgorithm(k=11, Distance_Metric=clark)_0",11,clark,0,0.1300935418123779,0.15142268393114441,2.284639562474002,0.08519465256661335,14.587742901260789,5,0.015678882598876953
"KMeansAlgorithm(k=11, Distance_Metric=clark)_1",11,clark,1,0.23670721973497086,0.1460197966108757,1.826441790947207,0.11910224882837075,11.713990212961537,8,0.0
"KMeansAlgorithm(k=11, Distance_Metric=clark)_2",11,clark,2,0.2867838624039215,0.1657616055767248,2.2091030359750485,0.1501049267772495,15.692417370243655,4,0.0
"KMeansAlgorithm(k=11, Distance_Metric=clark)_3",11,clark,3,0.1201139186613515,0.1755858697542768,2.7628118221475018,0.0816886913885522,18.98392719298296,3,0.01863265037536621
"KMeansAlgorithm(k=11, Distance_Metric=clark)_4",11,clark,4,0.1201346591169401,0.18016887893484976,2.401679508583101,0.07729343184290541,15.127272651687214,4,0.0
"KMeansAlgorithm(k=11, Distance_Metric=clark)_5",11,clark,5,0.2955328567869531,0.14585422376123142,2.0576241640606847,0.13584765481539846,13.22048057939009,4,0.0
"KMeansAlgorithm(k=11, Distance_Metric=clark)_6",11,clark,6,0.09815829674044053,0.12820967814629985,2.505812951700034,0.09632993121010593,17.137791523760377,4,0.0
"KMeansAlgorithm(k=11, Distance_Metric=clark)_7",11,clark,7,0.21626009937010127,0.19697217482064483,2.684729239984452,0.008747211762625233,16.554529050210753,4,0.018868207931518555
"KMeansAlgorithm(k=11, Distance_Metric=clark)_8",11,clark,8,0.28895888641699274,0.17350000128626716,1.9780455907103613,0.15176796970702927,18.25111232389687,3,0.008529186248779297
"KMeansAlgorithm(k=11, Distance_Metric=clark)_9",11,clark,9,0.15351387727866797,0.12457520463461025,2.702890608474185,0.009710816081660434,12.075064078893547,6,0.0
"KMeansAlgorithm(k=12, Distance_Metric=euclidean)_0",12,euclidean,0,0.0717037529345936,0.1348809939491101,1.6251841282132515,0.14334979244145754,13.588340636366501,12,0.0
"KMeansAlgorithm(k=12, Distance_Metric=euclidean)_1",12,euclidean,1,0.033383566877480515,0.09142831321725714,1.821110745491951,0.15699325758526228,14.425550830760466,12,0.0
"KMeansAlgorithm(k=12, Distance_Metric=euclidean)_2",12,euclidean,2,0.055480089647051214,0.11007658513227037,1.7277457622024264,0.15048264811609202,14.045194648119418,12,0.0
"KMeansAlgorithm(k=12, Distance_Metric=euclidean)_3",12,euclidean,3,0.04427209130278735,0.13178740895400487,1.7467544435794842,0.1532215757693951,14.398097875372304,12,0.0015175342559814453
