Model,Dataset/Fold,Accuracy,Time,F1
"KNN, 3, clark_distance, equal_weight, majority_class",Mushroom/2,1.0,5.020063400268555,1.0
"KNN, 3, clark_distance, equal_weight, inverse_distance_weighted",Mushroom/2,1.0,4.876829624176025,1.0
"KNN, 3, clark_distance, equal_weight, shepard",Mushroom/2,1.0,4.751992464065552,1.0
"KNN, 5, euclidean_distance, equal_weight, majority_class",Mushroom/2,1.0,1.8902509212493896,1.0
"KNN, 5, euclidean_distance, equal_weight, inverse_distance_weighted",Mushroom/2,1.0,1.8691835403442383,1.0
"KNN, 5, euclidean_distance, equal_weight, shepard",Mushroom/2,1.0,1.8777697086334229,1.0
"KNN, 5, manhattan_distance, equal_weight, majority_class",Mushroom/2,1.0,1.8902397155761719,1.0
"KNN, 5, manhattan_distance, equal_weight, inverse_distance_weighted",Mushroom/2,1.0,1.8031275272369385,1.0
"KNN, 5, manhattan_distance, equal_weight, shepard",Mushroom/2,1.0,1.8265178203582764,1.0
"KNN, 5, clark_distance, equal_weight, majority_class",Mushroom/2,1.0,4.822434663772583,1.0
"KNN, 5, clark_distance, equal_weight, inverse_distance_weighted",Mushroom/2,1.0,4.816942453384399,1.0
"KNN, 5, clark_distance, equal_weight, shepard",Mushroom/2,1.0,4.791617393493652,1.0
"KNN, 7, euclidean_distance, equal_weight, majority_class",Mushroom/2,1.0,1.9023666381835938,1.0
"KNN, 7, euclidean_distance, equal_weight, inverse_distance_weighted",Mushroom/2,1.0,1.8567378520965576,1.0
"KNN, 7, euclidean_distance, equal_weight, shepard",Mushroom/2,1.0,1.8377552032470703,1.0
"KNN, 7, manhattan_distance, equal_weight, majority_class",Mushroom/2,1.0,1.9501512050628662,1.0
"KNN, 7, manhattan_distance, equal_weight, inverse_distance_weighted",Mushroom/2,1.0,1.8321876525878906,1.0
"KNN, 7, manhattan_distance, equal_weight, shepard",Mushroom/2,1.0,1.8379359245300293,1.0
"KNN, 7, clark_distance, equal_weight, majority_class",Mushroom/2,1.0,4.81482195854187,1.0
"KNN, 7, clark_distance, equal_weight, inverse_distance_weighted",Mushroom/2,1.0,4.759833097457886,1.0
"KNN, 7, clark_distance, equal_weight, shepard",Mushroom/2,1.0,4.841337442398071,1.0
"KNN, 1, euclidean_distance, information_gain_weight, majority_class",Mushroom/2,0.9152334152334153,1.9685680866241455,0.9151470324589317
"KNN, 1, euclidean_distance, information_gain_weight, inverse_distance_weighted",Mushroom/2,0.9152334152334153,1.8494982719421387,0.9151470324589317
"KNN, 1, euclidean_distance, information_gain_weight, shepard",Mushroom/2,0.9152334152334153,1.8291757106781006,0.9151470324589317
"KNN, 1, manhattan_distance, information_gain_weight, majority_class",Mushroom/2,0.9176904176904177,1.9020380973815918,0.9173818316003981
"KNN, 1, manhattan_distance, information_gain_weight, inverse_distance_weighted",Mushroom/2,0.9176904176904177,1.8026649951934814,0.9173818316003981
"KNN, 1, manhattan_distance, information_gain_weight, shepard",Mushroom/2,0.9176904176904177,1.8141732215881348,0.9173818316003981
"KNN, 1, clark_distance, information_gain_weight, majority_class",Mushroom/2,0.6707616707616708,4.837558746337891,0.6361052333010508
"KNN, 1, clark_distance, information_gain_weight, inverse_distance_weighted",Mushroom/2,0.6707616707616708,4.552891969680786,0.6361052333010508
"KNN, 1, clark_distance, information_gain_weight, shepard",Mushroom/2,0.6707616707616708,4.727093458175659,0.6361052333010508
"KNN, 3, euclidean_distance, information_gain_weight, majority_class",Mushroom/2,0.9262899262899262,1.8920257091522217,0.9262658962006947
"KNN, 3, euclidean_distance, information_gain_weight, inverse_distance_weighted",Mushroom/2,0.9262899262899262,1.892061471939087,0.9262658962006947
"KNN, 3, euclidean_distance, information_gain_weight, shepard",Mushroom/2,0.9262899262899262,1.8877496719360352,0.9262658962006947
"KNN, 3, manhattan_distance, information_gain_weight, majority_class",Mushroom/2,0.918918918918919,1.9187123775482178,0.9186276008353734
"KNN, 3, manhattan_distance, information_gain_weight, inverse_distance_weighted",Mushroom/2,0.918918918918919,1.8508877754211426,0.9186276008353734
"KNN, 3, manhattan_distance, information_gain_weight, shepard",Mushroom/2,0.918918918918919,1.8368163108825684,0.9186276008353734
"KNN, 3, clark_distance, information_gain_weight, majority_class",Mushroom/2,0.6707616707616708,4.863553524017334,0.6361052333010508
"KNN, 3, clark_distance, information_gain_weight, inverse_distance_weighted",Mushroom/2,0.6707616707616708,4.974091291427612,0.6361052333010508
"KNN, 3, clark_distance, information_gain_weight, shepard",Mushroom/2,0.6707616707616708,4.962876081466675,0.6361052333010508
"KNN, 5, euclidean_distance, information_gain_weight, majority_class",Mushroom/2,0.9238329238329238,1.9726388454437256,0.9237979748928654
"KNN, 5, euclidean_distance, information_gain_weight, inverse_distance_weighted",Mushroom/2,0.9238329238329238,1.8904085159301758,0.9237979748928654
"KNN, 5, euclidean_distance, information_gain_weight, shepard",Mushroom/2,0.9238329238329238,1.8535034656524658,0.9237979748928654
"KNN, 5, manhattan_distance, information_gain_weight, majority_class",Mushroom/2,0.918918918918919,1.9275486469268799,0.9186276008353734
"KNN, 5, manhattan_distance, information_gain_weight, inverse_distance_weighted",Mushroom/2,0.918918918918919,1.844740390777588,0.9186276008353734
"KNN, 5, manhattan_distance, information_gain_weight, shepard",Mushroom/2,0.918918918918919,1.857729196548462,0.9186276008353734
"KNN, 5, clark_distance, information_gain_weight, majority_class",Mushroom/2,0.6707616707616708,4.8954949378967285,0.6361052333010508
"KNN, 5, clark_distance, information_gain_weight, inverse_distance_weighted",Mushroom/2,0.6707616707616708,4.796010494232178,0.6361052333010508
"KNN, 5, clark_distance, information_gain_weight, shepard",Mushroom/2,0.6707616707616708,4.838579893112183,0.6361052333010508
"KNN, 7, euclidean_distance, information_gain_weight, majority_class",Mushroom/2,0.9201474201474201,1.9394989013671875,0.9200930580756236
"KNN, 7, euclidean_distance, information_gain_weight, inverse_distance_weighted",Mushroom/2,0.9201474201474201,1.9148330688476562,0.9200930580756236
"KNN, 7, euclidean_distance, information_gain_weight, shepard",Mushroom/2,0.9201474201474201,1.9121711254119873,0.9200930580756236
"KNN, 7, manhattan_distance, information_gain_weight, majority_class",Mushroom/2,0.918918918918919,1.9457037448883057,0.9186276008353734
"KNN, 7, manhattan_distance, information_gain_weight, inverse_distance_weighted",Mushroom/2,0.918918918918919,1.8133533000946045,0.9186276008353734
"KNN, 7, manhattan_distance, information_gain_weight, shepard",Mushroom/2,0.918918918918919,1.835608959197998,0.9186276008353734
"KNN, 7, clark_distance, information_gain_weight, majority_class",Mushroom/2,0.6707616707616708,5.009662628173828,0.6361052333010508
"KNN, 7, clark_distance, information_gain_weight, inverse_distance_weighted",Mushroom/2,0.6707616707616708,4.93657660484314,0.6361052333010508
"KNN, 7, clark_distance, information_gain_weight, shepard",Mushroom/2,0.6707616707616708,4.808612585067749,0.6361052333010508
"KNN, 1, euclidean_distance, reliefF_weight, majority_class",Mushroom/2,0.5184275184275184,1.911198616027832,0.3540071404149074
"KNN, 1, euclidean_distance, reliefF_weight, inverse_distance_weighted",Mushroom/2,0.5184275184275184,1.8428401947021484,0.3540071404149074
"KNN, 1, euclidean_distance, reliefF_weight, shepard",Mushroom/2,0.5184275184275184,1.8439323902130127,0.3540071404149074
"KNN, 1, manhattan_distance, reliefF_weight, majority_class",Mushroom/2,0.5184275184275184,1.9101953506469727,0.3540071404149074
"KNN, 1, manhattan_distance, reliefF_weight, inverse_distance_weighted",Mushroom/2,0.5184275184275184,1.8343212604522705,0.3540071404149074
"KNN, 1, manhattan_distance, reliefF_weight, shepard",Mushroom/2,0.5184275184275184,1.7753658294677734,0.3540071404149074
"KNN, 1, clark_distance, reliefF_weight, majority_class",Mushroom/2,0.8783783783783784,4.941549777984619,0.8765476046737452
"KNN, 1, clark_distance, reliefF_weight, inverse_distance_weighted",Mushroom/2,0.8783783783783784,4.917989253997803,0.8765476046737452
"KNN, 1, clark_distance, reliefF_weight, shepard",Mushroom/2,0.8783783783783784,4.923235654830933,0.8765476046737452
"KNN, 3, euclidean_distance, reliefF_weight, majority_class",Mushroom/2,0.5184275184275184,1.892007827758789,0.3540071404149074
"KNN, 3, euclidean_distance, reliefF_weight, inverse_distance_weighted",Mushroom/2,0.5184275184275184,1.802168846130371,0.3540071404149074
"KNN, 3, euclidean_distance, reliefF_weight, shepard",Mushroom/2,0.5184275184275184,1.801236629486084,0.3540071404149074
"KNN, 3, manhattan_distance, reliefF_weight, majority_class",Mushroom/2,0.5184275184275184,1.8816344738006592,0.3540071404149074
"KNN, 3, manhattan_distance, reliefF_weight, inverse_distance_weighted",Mushroom/2,0.5184275184275184,1.827629566192627,0.3540071404149074
"KNN, 3, manhattan_distance, reliefF_weight, shepard",Mushroom/2,0.5184275184275184,1.7816753387451172,0.3540071404149074
"KNN, 3, clark_distance, reliefF_weight, majority_class",Mushroom/2,0.7911547911547911,4.810253620147705,0.7815053443715864
"KNN, 3, clark_distance, reliefF_weight, inverse_distance_weighted",Mushroom/2,0.7911547911547911,4.781188488006592,0.7815053443715864
"KNN, 3, clark_distance, reliefF_weight, shepard",Mushroom/2,0.7911547911547911,4.950218915939331,0.7815053443715864
"KNN, 5, euclidean_distance, reliefF_weight, majority_class",Mushroom/2,0.5184275184275184,2.0084540843963623,0.3540071404149074
"KNN, 5, euclidean_distance, reliefF_weight, inverse_distance_weighted",Mushroom/2,0.5184275184275184,1.8823821544647217,0.3540071404149074
"KNN, 5, euclidean_distance, reliefF_weight, shepard",Mushroom/2,0.5184275184275184,1.9092977046966553,0.3540071404149074
"KNN, 5, manhattan_distance, reliefF_weight, majority_class",Mushroom/2,0.5184275184275184,1.8919389247894287,0.3540071404149074
"KNN, 5, manhattan_distance, reliefF_weight, inverse_distance_weighted",Mushroom/2,0.5184275184275184,1.7807536125183105,0.3540071404149074
"KNN, 5, manhattan_distance, reliefF_weight, shepard",Mushroom/2,0.5184275184275184,1.8226237297058105,0.3540071404149074
"KNN, 5, clark_distance, reliefF_weight, majority_class",Mushroom/2,0.7911547911547911,5.003448963165283,0.7815053443715864
"KNN, 5, clark_distance, reliefF_weight, inverse_distance_weighted",Mushroom/2,0.7911547911547911,4.908503293991089,0.7815053443715864
"KNN, 5, clark_distance, reliefF_weight, shepard",Mushroom/2,0.7911547911547911,4.952494144439697,0.7815053443715864
"KNN, 7, euclidean_distance, reliefF_weight, majority_class",Mushroom/2,0.5184275184275184,1.945258378982544,0.3540071404149074
"KNN, 7, euclidean_distance, reliefF_weight, inverse_distance_weighted",Mushroom/2,0.5184275184275184,1.8802459239959717,0.3540071404149074
"KNN, 7, euclidean_distance, reliefF_weight, shepard",Mushroom/2,0.5184275184275184,1.9286911487579346,0.3540071404149074
"KNN, 7, manhattan_distance, reliefF_weight, majority_class",Mushroom/2,0.5184275184275184,1.9546587467193604,0.3540071404149074
"KNN, 7, manhattan_distance, reliefF_weight, inverse_distance_weighted",Mushroom/2,0.5184275184275184,1.7974324226379395,0.3540071404149074
"KNN, 7, manhattan_distance, reliefF_weight, shepard",Mushroom/2,0.5184275184275184,1.8467514514923096,0.3540071404149074
"KNN, 7, clark_distance, reliefF_weight, majority_class",Mushroom/2,0.7911547911547911,5.087101697921753,0.7815053443715864
"KNN, 7, clark_distance, reliefF_weight, inverse_distance_weighted",Mushroom/2,0.7911547911547911,4.878856658935547,0.7815053443715864
"KNN, 7, clark_distance, reliefF_weight, shepard",Mushroom/2,0.7911547911547911,4.783472537994385,0.7815053443715864
"KNN, 1, euclidean_distance, equal_weight, majority_class",Mushroom/3,1.0,1.8763339519500732,1.0
"KNN, 1, euclidean_distance, equal_weight, inverse_distance_weighted",Mushroom/3,1.0,1.8843798637390137,1.0
"KNN, 1, euclidean_distance, equal_weight, shepard",Mushroom/3,1.0,1.895414113998413,1.0
"KNN, 1, manhattan_distance, equal_weight, majority_class",Mushroom/3,1.0,1.96748948097229,1.0
"KNN, 1, manhattan_distance, equal_weight, inverse_distance_weighted",Mushroom/3,1.0,1.9175362586975098,1.0
"KNN, 1, manhattan_distance, equal_weight, shepard",Mushroom/3,1.0,1.806579351425171,1.0
"KNN, 1, clark_distance, equal_weight, majority_class",Mushroom/3,1.0,4.967373847961426,1.0
"KNN, 1, clark_distance, equal_weight, inverse_distance_weighted",Mushroom/3,1.0,4.891155958175659,1.0
"KNN, 1, clark_distance, equal_weight, shepard",Mushroom/3,1.0,4.972250699996948,1.0
"KNN, 3, euclidean_distance, equal_weight, majority_class",Mushroom/3,1.0,2.019634246826172,1.0
"KNN, 3, euclidean_distance, equal_weight, inverse_distance_weighted",Mushroom/3,1.0,1.8864631652832031,1.0
"KNN, 3, euclidean_distance, equal_weight, shepard",Mushroom/3,1.0,1.809171199798584,1.0
"KNN, 3, manhattan_distance, equal_weight, majority_class",Mushroom/3,1.0,1.864495038986206,1.0
"KNN, 3, manhattan_distance, equal_weight, inverse_distance_weighted",Mushroom/3,1.0,1.8445243835449219,1.0
"KNN, 3, manhattan_distance, equal_weight, shepard",Mushroom/3,1.0,1.872169017791748,1.0
"KNN, 3, clark_distance, equal_weight, majority_class",Mushroom/3,1.0,4.797980070114136,1.0
"KNN, 3, clark_distance, equal_weight, inverse_distance_weighted",Mushroom/3,1.0,4.631227016448975,1.0
"KNN, 3, clark_distance, equal_weight, shepard",Mushroom/3,1.0,4.700066089630127,1.0
"KNN, 5, euclidean_distance, equal_weight, majority_class",Mushroom/3,1.0,1.9328339099884033,1.0
"KNN, 5, euclidean_distance, equal_weight, inverse_distance_weighted",Mushroom/3,1.0,1.8543665409088135,1.0
"KNN, 5, euclidean_distance, equal_weight, shepard",Mushroom/3,1.0,1.8279011249542236,1.0
"KNN, 5, manhattan_distance, equal_weight, majority_class",Mushroom/3,1.0,1.853261947631836,1.0
"KNN, 5, manhattan_distance, equal_weight, inverse_distance_weighted",Mushroom/3,1.0,1.7871575355529785,1.0
"KNN, 5, manhattan_distance, equal_weight, shepard",Mushroom/3,1.0,1.7990999221801758,1.0
"KNN, 5, clark_distance, equal_weight, majority_class",Mushroom/3,1.0,5.023205280303955,1.0
"KNN, 5, clark_distance, equal_weight, inverse_distance_weighted",Mushroom/3,1.0,5.022141695022583,1.0
"KNN, 5, clark_distance, equal_weight, shepard",Mushroom/3,1.0,4.796744346618652,1.0
"KNN, 7, euclidean_distance, equal_weight, majority_class",Mushroom/3,1.0,1.9578888416290283,1.0
"KNN, 7, euclidean_distance, equal_weight, inverse_distance_weighted",Mushroom/3,1.0,1.8768310546875,1.0
"KNN, 7, euclidean_distance, equal_weight, shepard",Mushroom/3,1.0,1.9430077075958252,1.0
"KNN, 7, manhattan_distance, equal_weight, majority_class",Mushroom/3,1.0,1.9840028285980225,1.0
"KNN, 7, manhattan_distance, equal_weight, inverse_distance_weighted",Mushroom/3,1.0,1.8003051280975342,1.0
"KNN, 7, manhattan_distance, equal_weight, shepard",Mushroom/3,1.0,1.8562631607055664,1.0
"KNN, 7, clark_distance, equal_weight, majority_class",Mushroom/3,1.0,4.860833168029785,1.0
"KNN, 7, clark_distance, equal_weight, inverse_distance_weighted",Mushroom/3,1.0,4.822470426559448,1.0
"KNN, 7, clark_distance, equal_weight, shepard",Mushroom/3,1.0,4.816821098327637,1.0
"KNN, 1, euclidean_distance, information_gain_weight, majority_class",Mushroom/3,0.9211822660098522,1.9464693069458008,0.9210832385391473
"KNN, 1, euclidean_distance, information_gain_weight, inverse_distance_weighted",Mushroom/3,0.9211822660098522,1.8568966388702393,0.9210832385391473
"KNN, 1, euclidean_distance, information_gain_weight, shepard",Mushroom/3,0.9211822660098522,1.8606748580932617,0.9210832385391473
"KNN, 1, manhattan_distance, information_gain_weight, majority_class",Mushroom/3,0.9039408866995073,1.88334321975708,0.9033705373595241
"KNN, 1, manhattan_distance, information_gain_weight, inverse_distance_weighted",Mushroom/3,0.9039408866995073,1.8106966018676758,0.9033705373595241
"KNN, 1, manhattan_distance, information_gain_weight, shepard",Mushroom/3,0.9039408866995073,1.851250410079956,0.9033705373595241
"KNN, 1, clark_distance, information_gain_weight, majority_class",Mushroom/3,0.6958128078817734,4.807385444641113,0.6688994037091823
"KNN, 1, clark_distance, information_gain_weight, inverse_distance_weighted",Mushroom/3,0.6958128078817734,4.731349945068359,0.6688994037091823
"KNN, 1, clark_distance, information_gain_weight, shepard",Mushroom/3,0.6958128078817734,4.882086992263794,0.6688994037091823
"KNN, 3, euclidean_distance, information_gain_weight, majority_class",Mushroom/3,0.9261083743842364,1.9409117698669434,0.926042458571912
"KNN, 3, euclidean_distance, information_gain_weight, inverse_distance_weighted",Mushroom/3,0.9261083743842364,1.919853925704956,0.926042458571912
"KNN, 3, euclidean_distance, information_gain_weight, shepard",Mushroom/3,0.9261083743842364,1.8714048862457275,0.926042458571912
"KNN, 3, manhattan_distance, information_gain_weight, majority_class",Mushroom/3,0.9445812807881774,1.9100980758666992,0.9445452161627897
"KNN, 3, manhattan_distance, information_gain_weight, inverse_distance_weighted",Mushroom/3,0.9445812807881774,1.8465564250946045,0.9445452161627897
"KNN, 3, manhattan_distance, information_gain_weight, shepard",Mushroom/3,0.9445812807881774,1.8313570022583008,0.9445452161627897
"KNN, 3, clark_distance, information_gain_weight, majority_class",Mushroom/3,0.6958128078817734,5.041881322860718,0.6688994037091823
"KNN, 3, clark_distance, information_gain_weight, inverse_distance_weighted",Mushroom/3,0.6958128078817734,4.91025185585022,0.6688994037091823
"KNN, 3, clark_distance, information_gain_weight, shepard",Mushroom/3,0.6958128078817734,4.798990726470947,0.6688994037091823
"KNN, 5, euclidean_distance, information_gain_weight, majority_class",Mushroom/3,0.9224137931034483,1.9193847179412842,0.9223237346890886
"KNN, 5, euclidean_distance, information_gain_weight, inverse_distance_weighted",Mushroom/3,0.9224137931034483,1.8799400329589844,0.9223237346890886
"KNN, 5, euclidean_distance, information_gain_weight, shepard",Mushroom/3,0.9224137931034483,1.8747148513793945,0.9223237346890886
"KNN, 5, manhattan_distance, information_gain_weight, majority_class",Mushroom/3,0.9039408866995073,1.9576127529144287,0.9033705373595241
"KNN, 5, manhattan_distance, information_gain_weight, inverse_distance_weighted",Mushroom/3,0.9039408866995073,1.8433701992034912,0.9033705373595241
"KNN, 5, manhattan_distance, information_gain_weight, shepard",Mushroom/3,0.9039408866995073,1.8359014987945557,0.9033705373595241
"KNN, 5, clark_distance, information_gain_weight, majority_class",Mushroom/3,0.6958128078817734,4.91411018371582,0.6688994037091823
"KNN, 5, clark_distance, information_gain_weight, inverse_distance_weighted",Mushroom/3,0.6958128078817734,4.922539949417114,0.6688994037091823
"KNN, 5, clark_distance, information_gain_weight, shepard",Mushroom/3,0.6958128078817734,4.75934624671936,0.6688994037091823
"KNN, 7, euclidean_distance, information_gain_weight, majority_class",Mushroom/3,0.9211822660098522,1.9148530960083008,0.9210832385391473
"KNN, 7, euclidean_distance, information_gain_weight, inverse_distance_weighted",Mushroom/3,0.9211822660098522,1.8302509784698486,0.9210832385391473
"KNN, 7, euclidean_distance, information_gain_weight, shepard",Mushroom/3,0.9211822660098522,1.8831336498260498,0.9210832385391473
"KNN, 7, manhattan_distance, information_gain_weight, majority_class",Mushroom/3,0.9039408866995073,1.983168125152588,0.9033705373595241
"KNN, 7, manhattan_distance, information_gain_weight, inverse_distance_weighted",Mushroom/3,0.9039408866995073,1.9020991325378418,0.9033705373595241
"KNN, 7, manhattan_distance, information_gain_weight, shepard",Mushroom/3,0.9039408866995073,1.9053537845611572,0.9033705373595241
"KNN, 7, clark_distance, information_gain_weight, majority_class",Mushroom/3,0.6958128078817734,4.991958856582642,0.6688994037091823
"KNN, 7, clark_distance, information_gain_weight, inverse_distance_weighted",Mushroom/3,0.6958128078817734,4.935457944869995,0.6688994037091823
"KNN, 7, clark_distance, information_gain_weight, shepard",Mushroom/3,0.6958128078817734,5.019772291183472,0.6688994037091823
"KNN, 1, euclidean_distance, reliefF_weight, majority_class",Mushroom/3,0.5172413793103449,1.9226837158203125,0.3526645768025078
"KNN, 1, euclidean_distance, reliefF_weight, inverse_distance_weighted",Mushroom/3,0.5172413793103449,1.8394663333892822,0.3526645768025078
"KNN, 1, euclidean_distance, reliefF_weight, shepard",Mushroom/3,0.5172413793103449,1.8074700832366943,0.3526645768025078
"KNN, 1, manhattan_distance, reliefF_weight, majority_class",Mushroom/3,0.5172413793103449,1.867098093032837,0.3526645768025078
"KNN, 1, manhattan_distance, reliefF_weight, inverse_distance_weighted",Mushroom/3,0.5172413793103449,1.7713053226470947,0.3526645768025078
"KNN, 1, manhattan_distance, reliefF_weight, shepard",Mushroom/3,0.5172413793103449,1.799673080444336,0.3526645768025078
"KNN, 1, clark_distance, reliefF_weight, majority_class",Mushroom/3,0.8201970443349754,4.85675311088562,0.8143753716634542
"KNN, 1, clark_distance, reliefF_weight, inverse_distance_weighted",Mushroom/3,0.8201970443349754,4.899125814437866,0.8143753716634542
"KNN, 1, clark_distance, reliefF_weight, shepard",Mushroom/3,0.8201970443349754,4.991940259933472,0.8143753716634542
"KNN, 3, euclidean_distance, reliefF_weight, majority_class",Mushroom/3,0.5172413793103449,2.038015365600586,0.3526645768025078
"KNN, 3, euclidean_distance, reliefF_weight, inverse_distance_weighted",Mushroom/3,0.5172413793103449,1.8512332439422607,0.3526645768025078
"KNN, 3, euclidean_distance, reliefF_weight, shepard",Mushroom/3,0.5172413793103449,1.9270620346069336,0.3526645768025078
"KNN, 3, manhattan_distance, reliefF_weight, majority_class",Mushroom/3,0.5172413793103449,1.944300889968872,0.3526645768025078
"KNN, 3, manhattan_distance, reliefF_weight, inverse_distance_weighted",Mushroom/3,0.5172413793103449,1.5638062953948975,0.3526645768025078
"KNN, 3, manhattan_distance, reliefF_weight, shepard",Mushroom/3,0.5172413793103449,1.6694135665893555,0.3526645768025078
"KNN, 3, clark_distance, reliefF_weight, majority_class",Mushroom/3,0.7832512315270936,4.979145765304565,0.7728028293545535
"KNN, 3, clark_distance, reliefF_weight, inverse_distance_weighted",Mushroom/3,0.7832512315270936,4.972106456756592,0.7728028293545535
"KNN, 3, clark_distance, reliefF_weight, shepard",Mushroom/3,0.7832512315270936,5.066901922225952,0.7728028293545535
"KNN, 5, euclidean_distance, reliefF_weight, majority_class",Mushroom/3,0.5172413793103449,1.8828017711639404,0.3526645768025078
"KNN, 5, euclidean_distance, reliefF_weight, inverse_distance_weighted",Mushroom/3,0.5172413793103449,1.8260109424591064,0.3526645768025078
"KNN, 5, euclidean_distance, reliefF_weight, shepard",Mushroom/3,0.5172413793103449,1.830125093460083,0.3526645768025078
"KNN, 5, manhattan_distance, reliefF_weight, majority_class",Mushroom/3,0.5172413793103449,1.952988862991333,0.3526645768025078
"KNN, 5, manhattan_distance, reliefF_weight, inverse_distance_weighted",Mushroom/3,0.5172413793103449,1.8208644390106201,0.3526645768025078
"KNN, 5, manhattan_distance, reliefF_weight, shepard",Mushroom/3,0.5172413793103449,1.7792253494262695,0.3526645768025078
"KNN, 5, clark_distance, reliefF_weight, majority_class",Mushroom/3,0.8017241379310345,4.7712767124176025,0.7938219589235435
"KNN, 5, clark_distance, reliefF_weight, inverse_distance_weighted",Mushroom/3,0.8017241379310345,4.713264465332031,0.7938219589235435
"KNN, 5, clark_distance, reliefF_weight, shepard",Mushroom/3,0.8017241379310345,4.7322998046875,0.7938219589235435
"KNN, 7, euclidean_distance, reliefF_weight, majority_class",Mushroom/3,0.5172413793103449,1.9758543968200684,0.3526645768025078
"KNN, 7, euclidean_distance, reliefF_weight, inverse_distance_weighted",Mushroom/3,0.5172413793103449,1.820176362991333,0.3526645768025078
"KNN, 7, euclidean_distance, reliefF_weight, shepard",Mushroom/3,0.5172413793103449,1.8173482418060303,0.3526645768025078
"KNN, 7, manhattan_distance, reliefF_weight, majority_class",Mushroom/3,0.5172413793103449,1.8539307117462158,0.3526645768025078
"KNN, 7, manhattan_distance, reliefF_weight, inverse_distance_weighted",Mushroom/3,0.5172413793103449,1.8217558860778809,0.3526645768025078
"KNN, 7, manhattan_distance, reliefF_weight, shepard",Mushroom/3,0.5172413793103449,1.8113384246826172,0.3526645768025078
"KNN, 7, clark_distance, reliefF_weight, majority_class",Mushroom/3,0.7733990147783252,4.829853296279907,0.7613822958650545
"KNN, 7, clark_distance, reliefF_weight, inverse_distance_weighted",Mushroom/3,0.7733990147783252,4.716692686080933,0.7613822958650545
"KNN, 7, clark_distance, reliefF_weight, shepard",Mushroom/3,0.7733990147783252,4.787901878356934,0.7613822958650545
"KNN, 1, euclidean_distance, equal_weight, majority_class",Mushroom/4,1.0,1.9448506832122803,1.0
"KNN, 1, euclidean_distance, equal_weight, inverse_distance_weighted",Mushroom/4,1.0,1.8959271907806396,1.0
"KNN, 1, euclidean_distance, equal_weight, shepard",Mushroom/4,1.0,1.9183931350708008,1.0
"KNN, 1, manhattan_distance, equal_weight, majority_class",Mushroom/4,1.0,1.9322941303253174,1.0
"KNN, 1, manhattan_distance, equal_weight, inverse_distance_weighted",Mushroom/4,1.0,1.8177087306976318,1.0
"KNN, 1, manhattan_distance, equal_weight, shepard",Mushroom/4,1.0,1.8424341678619385,1.0
"KNN, 1, clark_distance, equal_weight, majority_class",Mushroom/4,1.0,5.003116846084595,1.0
"KNN, 1, clark_distance, equal_weight, inverse_distance_weighted",Mushroom/4,1.0,4.91480565071106,1.0
"KNN, 1, clark_distance, equal_weight, shepard",Mushroom/4,1.0,4.791867971420288,1.0
"KNN, 3, euclidean_distance, equal_weight, majority_class",Mushroom/4,1.0,1.9086942672729492,1.0
"KNN, 3, euclidean_distance, equal_weight, inverse_distance_weighted",Mushroom/4,1.0,1.8607327938079834,1.0
"KNN, 3, euclidean_distance, equal_weight, shepard",Mushroom/4,1.0,1.903555154800415,1.0
"KNN, 3, manhattan_distance, equal_weight, majority_class",Mushroom/4,1.0,1.9109487533569336,1.0
"KNN, 3, manhattan_distance, equal_weight, inverse_distance_weighted",Mushroom/4,1.0,1.871577501296997,1.0
"KNN, 3, manhattan_distance, equal_weight, shepard",Mushroom/4,1.0,1.8688230514526367,1.0
"KNN, 3, clark_distance, equal_weight, majority_class",Mushroom/4,1.0,4.87624716758728,1.0
"KNN, 3, clark_distance, equal_weight, inverse_distance_weighted",Mushroom/4,1.0,4.786289930343628,1.0
"KNN, 3, clark_distance, equal_weight, shepard",Mushroom/4,1.0,4.887356281280518,1.0
"KNN, 5, euclidean_distance, equal_weight, majority_class",Mushroom/4,1.0,1.995041847229004,1.0
"KNN, 5, euclidean_distance, equal_weight, inverse_distance_weighted",Mushroom/4,1.0,1.879124641418457,1.0
"KNN, 5, euclidean_distance, equal_weight, shepard",Mushroom/4,1.0,1.8638262748718262,1.0
"KNN, 5, manhattan_distance, equal_weight, majority_class",Mushroom/4,1.0,1.933009386062622,1.0
"KNN, 5, manhattan_distance, equal_weight, inverse_distance_weighted",Mushroom/4,1.0,1.9160430431365967,1.0
"KNN, 5, manhattan_distance, equal_weight, shepard",Mushroom/4,1.0,1.8989291191101074,1.0
"KNN, 5, clark_distance, equal_weight, majority_class",Mushroom/4,1.0,4.969968557357788,1.0
"KNN, 5, clark_distance, equal_weight, inverse_distance_weighted",Mushroom/4,1.0,4.918248653411865,1.0
"KNN, 5, clark_distance, equal_weight, shepard",Mushroom/4,1.0,4.940217018127441,1.0
"KNN, 7, euclidean_distance, equal_weight, majority_class",Mushroom/4,1.0,2.039666175842285,1.0
"KNN, 7, euclidean_distance, equal_weight, inverse_distance_weighted",Mushroom/4,1.0,1.878279447555542,1.0
"KNN, 7, euclidean_distance, equal_weight, shepard",Mushroom/4,1.0,1.8728742599487305,1.0
"KNN, 7, manhattan_distance, equal_weight, majority_class",Mushroom/4,1.0,1.9278218746185303,1.0
"KNN, 7, manhattan_distance, equal_weight, inverse_distance_weighted",Mushroom/4,1.0,1.8448832035064697,1.0
