Algorithm,k,Distance_Metric,Repetition,ARI,NMI,DBI,Silhouette,CHS,Time
"KMeansAlgorithm(k=16, Distance_Metric=euclidean)_7",16,euclidean,7,0.08253588680186766,0.21957470850705751,1.6857963011831654,0.19103415071952762,1171.450710639207,0.11712837219238281
"KMeansAlgorithm(k=16, Distance_Metric=euclidean)_8",16,euclidean,8,0.11332581481699598,0.2782289589139489,1.6669817416148023,0.19997938782628,1132.8208049186812,0.11687302589416504
"KMeansAlgorithm(k=16, Distance_Metric=euclidean)_9",16,euclidean,9,0.10200338273606371,0.23089669462509757,1.846689867898312,0.16195610639746433,1106.291215361762,0.12498760223388672
"KMeansAlgorithm(k=16, Distance_Metric=manhattan)_0",16,manhattan,0,0.10698739043629034,0.261467291608644,1.7417688046176925,0.18091489550956374,1131.1067199559634,0.11280560493469238
"KMeansAlgorithm(k=16, Distance_Metric=manhattan)_1",16,manhattan,1,0.1791587985029189,0.3366116627032066,1.9492222766032137,0.21127943764660997,959.8825310303498,0.11505866050720215
"KMeansAlgorithm(k=16, Distance_Metric=manhattan)_2",16,manhattan,2,0.11362437553816647,0.29380188323524514,1.8297072000532704,0.14935808822200516,929.2617095280223,0.11789822578430176
"KMeansAlgorithm(k=16, Distance_Metric=manhattan)_3",16,manhattan,3,0.13304426439581285,0.3250565147762467,1.8262903933428576,0.2364356595409743,1119.9514047337077,0.12083745002746582
"KMeansAlgorithm(k=16, Distance_Metric=manhattan)_4",16,manhattan,4,0.1463516356063711,0.3001131206465421,1.8284633631297775,0.19286969982202656,996.0127687581635,0.11368584632873535
"KMeansAlgorithm(k=16, Distance_Metric=manhattan)_5",16,manhattan,5,0.16224875660443547,0.3099665815730986,2.058008357916502,0.16161496342155315,960.6363748623457,0.11316180229187012
"KMeansAlgorithm(k=16, Distance_Metric=manhattan)_6",16,manhattan,6,0.1220678305016904,0.29795474713143616,1.8810153094590494,0.1782892514774494,1049.4380314484677,0.11525487899780273
"KMeansAlgorithm(k=16, Distance_Metric=manhattan)_7",16,manhattan,7,0.15031834909831823,0.3221059954321132,1.5966731975228523,0.2239391663812944,1057.3091036003666,0.11299681663513184
"KMeansAlgorithm(k=16, Distance_Metric=manhattan)_8",16,manhattan,8,0.17386160551118365,0.3231576832085555,1.9078748013422744,0.20061314867152136,910.0543228398035,0.1133122444152832
"KMeansAlgorithm(k=16, Distance_Metric=manhattan)_9",16,manhattan,9,0.19171168326647806,0.35566633033711953,1.7451589213154521,0.2533165629155532,1044.2310055478845,0.11878085136413574
"KMeansAlgorithm(k=16, Distance_Metric=clark)_0",16,clark,0,0.22375090823186009,0.3236934399725399,2.034595536698528,0.18468606718362024,764.9964889986153,0.260387659072876
"KMeansAlgorithm(k=16, Distance_Metric=clark)_1",16,clark,1,0.24621230001161168,0.3732622281554824,2.0397926516027955,0.20710696381945806,775.4172500434695,0.25486087799072266
"KMeansAlgorithm(k=16, Distance_Metric=clark)_2",16,clark,2,0.1799138391176531,0.28364554238963424,2.8817336371712763,0.08681124929537759,732.3791609119564,0.25311779975891113
"KMeansAlgorithm(k=16, Distance_Metric=clark)_3",16,clark,3,0.19491644354716797,0.29261910592046264,2.4340600033994577,0.1277377749770427,566.8943880969765,0.20310711860656738
"KMeansAlgorithm(k=16, Distance_Metric=clark)_4",16,clark,4,0.1834066227891665,0.32146482901810153,2.3611198501859523,0.10641353670013988,729.4871716835517,0.2537505626678467
"KMeansAlgorithm(k=16, Distance_Metric=clark)_5",16,clark,5,0.23548370768323448,0.32975716313409176,2.3929492958998995,0.18286385688995604,937.4754963612547,0.2531623840332031
"KMeansAlgorithm(k=16, Distance_Metric=clark)_6",16,clark,6,0.26573618023818446,0.38337212341166527,2.001468052714718,0.21513010460891507,938.6706225194221,0.2722141742706299
"KMeansAlgorithm(k=16, Distance_Metric=clark)_7",16,clark,7,0.2062351407645785,0.2844200048423111,2.182366303926852,0.19432395289162593,900.8325868679316,0.2732574939727783
"KMeansAlgorithm(k=16, Distance_Metric=clark)_8",16,clark,8,0.23821933592551212,0.3651235727781546,1.7932014424340652,0.19651952005157422,722.7871018097366,0.2615947723388672
"KMeansAlgorithm(k=16, Distance_Metric=clark)_9",16,clark,9,0.22078724737743755,0.33787760021374974,2.2304082849740245,0.16237989629687108,643.2997779639826,0.15328073501586914
"KMeansAlgorithm(k=17, Distance_Metric=euclidean)_0",17,euclidean,0,0.1142915396166263,0.2671867655916022,1.7208297988955246,0.22827947673503532,1164.812248745374,0.1263594627380371
"KMeansAlgorithm(k=17, Distance_Metric=euclidean)_1",17,euclidean,1,0.09787230804485013,0.2389247356371855,1.6890550486840215,0.2344926796075033,1184.1073263734213,0.12467265129089355
"KMeansAlgorithm(k=17, Distance_Metric=euclidean)_2",17,euclidean,2,0.10184059289007209,0.24775532433797345,1.6407389178566862,0.21937889172611005,1175.5796488452345,0.133514404296875
"KMeansAlgorithm(k=17, Distance_Metric=euclidean)_3",17,euclidean,3,0.11198432792529027,0.2607302124977068,1.657734932359599,0.18424271513243504,1112.6392044508495,0.12444162368774414
"KMeansAlgorithm(k=17, Distance_Metric=euclidean)_4",17,euclidean,4,0.1286293199243621,0.23837487808599353,1.685559290453371,0.23206507108462182,1053.2392986894802,0.12758994102478027
"KMeansAlgorithm(k=17, Distance_Metric=euclidean)_5",17,euclidean,5,0.09746436094320768,0.23604293985039315,1.733586537737973,0.16675141855341188,1065.1058866065684,0.1297309398651123
"KMeansAlgorithm(k=17, Distance_Metric=euclidean)_6",17,euclidean,6,0.09930388758705543,0.24447039186919622,1.7426915112563908,0.2073180648282678,1113.4840128123353,0.12680459022521973
"KMeansAlgorithm(k=17, Distance_Metric=euclidean)_7",17,euclidean,7,0.09541299782285649,0.24238457050548187,1.727179021974287,0.21038362405077946,1186.0717843319928,0.1270592212677002
"KMeansAlgorithm(k=17, Distance_Metric=euclidean)_8",17,euclidean,8,0.08336734150360092,0.22145426173045274,1.664702787037845,0.20230048961909092,1153.1068384749362,0.12646079063415527
"KMeansAlgorithm(k=17, Distance_Metric=euclidean)_9",17,euclidean,9,0.0883444520779442,0.2036510591738311,1.7642287830984673,0.20040830247847255,1106.8047736760043,0.12755942344665527
"KMeansAlgorithm(k=17, Distance_Metric=manhattan)_0",17,manhattan,0,0.12521482880870347,0.31394613781074493,1.9305096242206838,0.1485439670284378,958.983611179267,0.12037229537963867
"KMeansAlgorithm(k=17, Distance_Metric=manhattan)_1",17,manhattan,1,0.11485422944380112,0.30324397758550886,1.7231218579139693,0.20403846528864736,1065.1723028783747,0.12323594093322754
"KMeansAlgorithm(k=17, Distance_Metric=manhattan)_2",17,manhattan,2,0.12744138494664017,0.31827083393496686,1.8003855825146782,0.19281870069946894,1042.9397585640284,0.12691450119018555
"KMeansAlgorithm(k=17, Distance_Metric=manhattan)_3",17,manhattan,3,0.11856553683538064,0.3135496178546191,1.8571930670981638,0.17572712144853636,1067.8824201637171,0.129622220993042
"KMeansAlgorithm(k=17, Distance_Metric=manhattan)_4",17,manhattan,4,0.15002849986676678,0.3157584066255078,1.7361943745881918,0.19464768736057053,1006.560913599917,0.12443900108337402
"KMeansAlgorithm(k=17, Distance_Metric=manhattan)_5",17,manhattan,5,0.1244670230112004,0.30290956771101035,1.6278688060617952,0.20527488161355156,1074.503885113957,0.1215829849243164
"KMeansAlgorithm(k=17, Distance_Metric=manhattan)_6",17,manhattan,6,0.12660578894140553,0.3035123062074554,1.778705197347249,0.16785954310065115,999.1635881865138,0.12256360054016113
"KMeansAlgorithm(k=17, Distance_Metric=manhattan)_7",17,manhattan,7,0.12274480667566012,0.3039122076646026,2.224225639339954,0.12773802356362085,892.619994017225,0.12211251258850098
"KMeansAlgorithm(k=17, Distance_Metric=manhattan)_8",17,manhattan,8,0.15499747067741323,0.32427627379646135,1.799131955771716,0.20191406662015116,975.8588660940623,0.12278413772583008
"KMeansAlgorithm(k=17, Distance_Metric=manhattan)_9",17,manhattan,9,0.11077516634887391,0.2893114134600769,1.8039288603867818,0.18636277366469167,1048.6109123092035,0.12141132354736328
"KMeansAlgorithm(k=17, Distance_Metric=clark)_0",17,clark,0,0.2266913823354423,0.33182279972655904,1.8897376329498339,0.2105433367824848,760.3760104352021,0.30013442039489746
"KMeansAlgorithm(k=17, Distance_Metric=clark)_1",17,clark,1,0.24484405689961386,0.3740823235387595,1.9913358221355228,0.17703149917942748,675.3648177031722,0.22348833084106445
