Algorithm,n_clusters,fuzziness,rho,Repetition,ARI,NMI,DBI,Silhouette,CHS,Predicted k,Time
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.5)_5",4,3.0,0.5,5,0.2553092897370697,0.30469244916081545,1.6474609414002557,0.2649644562842988,2348.5061058511546,4,0.9106476306915283
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.5)_6",4,3.0,0.5,6,0.2553092897370697,0.30469244916081545,1.6474609414002555,0.2649644562842988,2348.506105851154,4,0.5742735862731934
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.5)_7",4,3.0,0.5,7,0.2553092897370697,0.30469244916081545,1.6474609414002555,0.2649644562842988,2348.506105851154,4,0.7027761936187744
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.5)_8",4,3.0,0.5,8,0.2553092897370697,0.30469244916081545,1.6474609414002555,0.2649644562842988,2348.506105851154,4,0.6859927177429199
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.5)_9",4,3.0,0.5,9,0.2553092897370697,0.30469244916081545,1.6474609414002557,0.2649644562842988,2348.5061058511546,4,1.4995393753051758
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.7)_0",4,3.0,0.7,0,0.25396262680720266,0.30291782863882766,1.6457703205608083,0.2650671451242164,2348.2316698054374,4,0.9010913372039795
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.7)_1",4,3.0,0.7,1,0.25396262680720266,0.30291782863882766,1.6457703205608083,0.2650671451242164,2348.2316698054374,4,1.9503862857818604
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.7)_2",4,3.0,0.7,2,0.25396262680720266,0.30291782863882766,1.6457703205608083,0.2650671451242164,2348.2316698054374,4,1.1991727352142334
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.7)_3",4,3.0,0.7,3,0.25396262680720266,0.30291782863882766,1.6457703205608083,0.2650671451242164,2348.2316698054374,4,0.8978159427642822
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.7)_4",4,3.0,0.7,4,0.18942049912559691,0.18973107022385904,1.8582512905475483,0.23949490616161537,2184.131910173942,4,0.720022439956665
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.7)_5",4,3.0,0.7,5,0.14797049465349216,0.1659160455691499,1.841449669001311,0.22597020788598787,2207.430227079151,4,0.661862850189209
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.7)_6",4,3.0,0.7,6,0.25396262680720266,0.30291782863882766,1.6457703205608083,0.2650671451242164,2348.2316698054374,4,0.8135831356048584
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.7)_7",4,3.0,0.7,7,0.14788743181789396,0.16578111400196968,1.8414617991365918,0.22597029450301684,2207.4379683958336,4,0.7574968338012695
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.7)_8",4,3.0,0.7,8,0.25396262680720266,0.30291782863882766,1.6457703205608083,0.2650671451242164,2348.2316698054374,4,0.79648756980896
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.7)_9",4,3.0,0.7,9,0.1391849167039738,0.16052684369188752,1.6092757369387385,0.22722950582029502,1891.6441457437115,4,0.8124639987945557
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.9)_0",4,3.0,0.9,0,0.2533500637051516,0.3017989837125712,1.645499092480847,0.2651407119607334,2348.047220918688,4,0.6192846298217773
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.9)_1",4,3.0,0.9,1,0.2531862149679656,0.30152573549986966,1.6454309470544475,0.2651534361528192,2348.0128114110844,4,0.8149309158325195
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.9)_2",4,3.0,0.9,2,0.2533500637051516,0.3017989837125712,1.6454990924808472,0.2651407119607334,2348.0472209186883,4,1.2007639408111572
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.9)_3",4,3.0,0.9,3,0.152966599035074,0.15284406498979594,1.6603437558908136,0.22397529601693747,2004.519034271817,4,0.9230186939239502
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.9)_4",4,3.0,0.9,4,0.17018241941379794,0.16516157078944216,1.864711657885746,0.2405439725123823,2153.0377360303833,4,0.8074054718017578
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.9)_5",4,3.0,0.9,5,0.2531862149679656,0.30152573549986966,1.6454309470544475,0.2651534361528192,2348.0128114110844,4,3.340484857559204
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.9)_6",4,3.0,0.9,6,0.2533500637051516,0.3017989837125712,1.6454990924808475,0.2651407119607334,2348.0472209186883,4,1.1243114471435547
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.9)_7",4,3.0,0.9,7,0.2531862149679656,0.30152573549986966,1.6454309470544475,0.2651534361528192,2348.0128114110844,4,1.2409465312957764
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.9)_8",4,3.0,0.9,8,0.2531862149679656,0.30152573549986966,1.6454309470544475,0.2651534361528192,2348.0128114110844,4,1.2148568630218506
"FuzzyCMeans(n_clusters=4, fuzziness=3, rho=0.9)_9",4,3.0,0.9,9,0.17038339176088158,0.16535273099302297,1.8650045112116485,0.24050934038214938,2153.1039003342103,4,1.2709715366363525
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.5)_0",4,4.0,0.5,0,0.25296346635287853,0.3012707251413389,1.6454136130745236,0.2651964983963543,2347.9779943342196,4,2.2271485328674316
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.5)_1",4,4.0,0.5,1,0.25296346635287853,0.3012707251413389,1.6454136130745236,0.2651964983963543,2347.9779943342196,4,0.9719154834747314
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.5)_2",4,4.0,0.5,2,0.25296346635287853,0.3012707251413389,1.6454136130745236,0.2651964983963543,2347.9779943342196,4,0.9709229469299316
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.5)_3",4,4.0,0.5,3,0.14756008965770606,0.16563473094344935,1.8416269624458161,0.22597204967442658,2207.2646388870053,4,0.8381288051605225
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.5)_4",4,4.0,0.5,4,0.1895151451642277,0.18988561582476846,1.8572509813911637,0.23953925217946248,2183.8914905473393,4,1.034276008605957
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.5)_5",4,4.0,0.5,5,0.25296346635287853,0.3012707251413389,1.6454136130745236,0.2651964983963543,2347.9779943342196,4,1.4728424549102783
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.5)_6",4,4.0,0.5,6,0.25296346635287853,0.30127072514133885,1.6454136130745236,0.2651964983963543,2347.9779943342196,4,1.3070073127746582
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.5)_7",4,4.0,0.5,7,0.16987603884068123,0.16490675361461976,1.8640970059214252,0.24065378060311668,2152.8834872532375,4,4.004532814025879
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.5)_8",4,4.0,0.5,8,0.25296346635287853,0.3012707251413389,1.6454136130745234,0.2651964983963543,2347.9779943342196,4,2.3590495586395264
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.5)_9",4,4.0,0.5,9,0.14756008965770606,0.1656347309434493,1.8416269624458157,0.22597204967442658,2207.2646388870057,4,1.6531281471252441
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.7)_0",4,4.0,0.7,0,0.2529192624177781,0.301252713126377,1.645441265026901,0.2652033096564149,2347.9443258549754,4,2.313267707824707
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.7)_1",4,4.0,0.7,1,0.2529192624177781,0.301252713126377,1.645441265026901,0.2652033096564149,2347.9443258549754,4,0.9077799320220947
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.7)_2",4,4.0,0.7,2,0.2529192624177781,0.301252713126377,1.645441265026901,0.2652033096564149,2347.9443258549754,4,2.045013427734375
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.7)_3",4,4.0,0.7,3,0.14718117766093985,0.16538532219501725,1.8420555575622486,0.22590941927379665,2207.08997275129,4,1.2452759742736816
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.7)_4",4,4.0,0.7,4,0.2529192624177781,0.301252713126377,1.645441265026901,0.2652033096564149,2347.9443258549754,4,0.8049108982086182
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.7)_5",4,4.0,0.7,5,0.2529192624177781,0.301252713126377,1.645441265026901,0.2652033096564149,2347.9443258549754,4,0.7140600681304932
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.7)_6",4,4.0,0.7,6,0.2529192624177781,0.301252713126377,1.645441265026901,0.2652033096564149,2347.9443258549754,4,1.4880433082580566
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.7)_7",4,4.0,0.7,7,0.2291185800600847,0.23025360224524052,1.6102926174815535,0.233798050049079,2164.022777631103,4,1.2028913497924805
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.7)_8",4,4.0,0.7,8,0.2270229681686464,0.2284052606078918,1.609232232416875,0.23372765172714288,2163.6877474795583,4,1.0510661602020264
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.7)_9",4,4.0,0.7,9,0.2529192624177781,0.301252713126377,1.645441265026901,0.2652033096564149,2347.9443258549754,4,0.6321475505828857
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.9)_0",4,4.0,0.9,0,0.25265147497568347,0.30095817315657436,1.6449955299202457,0.2652175481373964,2347.847373404065,4,0.8581411838531494
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.9)_1",4,4.0,0.9,1,0.2529193040018656,0.3012883236437133,1.645479075854622,0.26519417239832294,2347.8854479787783,4,2.5986132621765137
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.9)_2",4,4.0,0.9,2,0.2205089498612313,0.22429693946602147,1.6009963715848863,0.23319374130855916,2158.3678749136957,4,2.216996192932129
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.9)_3",4,4.0,0.9,3,0.1469626808851255,0.16524289401928297,1.8423879318257035,0.22590158170627675,2206.907251297085,4,0.622077226638794
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.9)_4",4,4.0,0.9,4,0.25265147497568347,0.3009581731565743,1.6449955299202457,0.2652175481373964,2347.847373404065,4,0.8202404975891113
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.9)_5",4,4.0,0.9,5,0.2259461053910637,0.22789121926151604,1.6103029719879813,0.2337611041583219,2162.5972559149127,4,1.5744118690490723
"FuzzyCMeans(n_clusters=4, fuzziness=4, rho=0.9)_6",4,4.0,0.9,6,0.15283724853461772,0.15520353300077133,1.6601350976128093,0.22406778596922636,2003.1437637866475,4,1.0789659023284912
