Algorithm,n_clusters,fuzziness,rho,Repetition,ARI,NMI,DBI,Silhouette,CHS,Predicted k,Time
"FuzzyCMeans(n_clusters=2, fuzziness=1.5, rho=0.9)_9",2,1.5,0.9,9,0.17232484113144655,0.1923582163321459,1.2004136596692372,0.2814540737170784,2996.2334026353255,2,0.19059062004089355
"FuzzyCMeans(n_clusters=2, fuzziness=2, rho=0.5)_0",2,2.0,0.5,0,0.17232484113144655,0.19235821633214592,1.2004136596692372,0.2814540737170784,2996.2334026353255,2,0.25518369674682617
"FuzzyCMeans(n_clusters=2, fuzziness=2, rho=0.5)_1",2,2.0,0.5,1,0.17232484113144655,0.19235821633214592,1.2004136596692372,0.2814540737170784,2996.2334026353255,2,0.21706080436706543
"FuzzyCMeans(n_clusters=2, fuzziness=2, rho=0.5)_2",2,2.0,0.5,2,0.17232484113144655,0.19235821633214592,1.2004136596692372,0.2814540737170784,2996.2334026353255,2,0.4391970634460449
"FuzzyCMeans(n_clusters=2, fuzziness=2, rho=0.5)_3",2,2.0,0.5,3,0.17232484113144655,0.19235821633214592,1.2004136596692372,0.2814540737170784,2996.2334026353255,2,0.4561195373535156
"FuzzyCMeans(n_clusters=2, fuzziness=2, rho=0.5)_4",2,2.0,0.5,4,0.17232484113144655,0.19235821633214592,1.2004136596692372,0.2814540737170784,2996.2334026353255,2,0.21893596649169922
"FuzzyCMeans(n_clusters=2, fuzziness=2, rho=0.5)_5",2,2.0,0.5,5,0.17232484113144655,0.19235821633214592,1.2004136596692372,0.2814540737170784,2996.2334026353255,2,0.5184524059295654
"FuzzyCMeans(n_clusters=2, fuzziness=2, rho=0.5)_6",2,2.0,0.5,6,0.17232484113144655,0.19235821633214592,1.2004136596692372,0.2814540737170784,2996.2334026353255,2,0.22172117233276367
"FuzzyCMeans(n_clusters=2, fuzziness=2, rho=0.5)_7",2,2.0,0.5,7,0.17232484113144655,0.19235821633214592,1.2004136596692372,0.2814540737170784,2996.2334026353255,2,0.18491363525390625
"FuzzyCMeans(n_clusters=2, fuzziness=2, rho=0.5)_8",2,2.0,0.5,8,-0.00033479421737082,0.00020136433502228606,2.1172753013264733,0.16358133279911183,1370.3002049807653,2,0.16144967079162598
"FuzzyCMeans(n_clusters=2, fuzziness=2, rho=0.5)_9",2,2.0,0.5,9,0.17232484113144655,0.19235821633214592,1.2004136596692372,0.2814540737170784,2996.2334026353255,2,0.4639616012573242
