Comparison,Group 1,Group 2,P-Value,Significant,Interpretation
Friedman Test,-,-,6.410707173695079e-55,True,Significant differences among groups
control_euclidean_vs_manhattan,euclidean,manhattan,6.5704256254260035e-12,True,Significant difference
control_euclidean_vs_clark,euclidean,clark,1.548776362239671e-30,True,Significant difference
