Algorithm,n_clusters,n_neighbors,assign_labels,eigen_solver,eigen_tol,Repetition,ARI,NMI,DBI,Silhouette,CHS,Predicted k,Time
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=kmeans, eigen_solver=arpack, eigen_tol=0.001)_9",10,200,kmeans,arpack,0.001,9,0.6008592722214596,0.7608121332660965,1.3078173876474832,0.2884295579080804,2609.492015499656,10,14.032670497894287
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=lobpcg, eigen_tol=0.001)_0",10,200,cluster_qr,lobpcg,0.001,0,0.6073822766513954,0.7583625345593701,1.3134832619703907,0.2910554266454876,2629.728206846925,10,1.5003008842468262
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=lobpcg, eigen_tol=0.001)_1",10,200,cluster_qr,lobpcg,0.001,1,0.607416714427623,0.7584067497447946,1.3134880066342831,0.29105370170925715,2629.6688912060276,10,1.6461808681488037
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=lobpcg, eigen_tol=0.001)_2",10,200,cluster_qr,lobpcg,0.001,2,0.607416714427623,0.7584067497447946,1.3134880066342831,0.29105370170925715,2629.6688912060276,10,1.6206040382385254
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=lobpcg, eigen_tol=0.001)_3",10,200,cluster_qr,lobpcg,0.001,3,0.6073822766513954,0.7583625345593701,1.3134832619703907,0.2910554266454876,2629.728206846925,10,1.5742926597595215
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=lobpcg, eigen_tol=0.001)_4",10,200,cluster_qr,lobpcg,0.001,4,0.607416714427623,0.7584067497447946,1.3134880066342831,0.29105370170925715,2629.6688912060276,10,1.5543768405914307
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=lobpcg, eigen_tol=0.001)_5",10,200,cluster_qr,lobpcg,0.001,5,0.6073822766513954,0.7583625345593701,1.3134832619703907,0.2910554266454876,2629.728206846925,10,1.571359634399414
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=lobpcg, eigen_tol=0.001)_6",10,200,cluster_qr,lobpcg,0.001,6,0.6073822766513954,0.7583625345593701,1.3134832619703907,0.2910554266454876,2629.728206846925,10,1.545241355895996
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=lobpcg, eigen_tol=0.001)_7",10,200,cluster_qr,lobpcg,0.001,7,0.6073822766513954,0.7583625345593701,1.3134832619703907,0.2910554266454876,2629.728206846925,10,1.5963363647460938
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=lobpcg, eigen_tol=0.001)_8",10,200,cluster_qr,lobpcg,0.001,8,0.6073822766513954,0.7583625345593701,1.3134832619703907,0.2910554266454876,2629.728206846925,10,1.579108715057373
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=lobpcg, eigen_tol=0.001)_9",10,200,cluster_qr,lobpcg,0.001,9,0.607416714427623,0.7584067497447946,1.3134880066342831,0.29105370170925715,2629.6688912060276,10,1.4973347187042236
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=amg, eigen_tol=0.001)_0",10,200,cluster_qr,amg,0.001,0,0.6073822766513954,0.7583625345593701,1.3134832619703907,0.2910554266454876,2629.728206846925,10,3.1994271278381348
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=amg, eigen_tol=0.001)_1",10,200,cluster_qr,amg,0.001,1,0.6073822766513954,0.7583625345593701,1.3134832619703907,0.2910554266454876,2629.728206846925,10,3.299030065536499
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=amg, eigen_tol=0.001)_2",10,200,cluster_qr,amg,0.001,2,0.6073822766513954,0.7583625345593701,1.3134832619703907,0.2910554266454876,2629.728206846925,10,3.2848262786865234
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=amg, eigen_tol=0.001)_3",10,200,cluster_qr,amg,0.001,3,0.6073822766513954,0.7583625345593701,1.3134832619703907,0.2910554266454876,2629.728206846925,10,3.2981984615325928
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=amg, eigen_tol=0.001)_4",10,200,cluster_qr,amg,0.001,4,0.6072116099957799,0.7582351955100939,1.3131566001403776,0.2911015408645128,2630.5323618658717,10,3.079835891723633
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=amg, eigen_tol=0.001)_5",10,200,cluster_qr,amg,0.001,5,0.6073822766513954,0.7583625345593701,1.3134832619703907,0.2910554266454876,2629.728206846925,10,3.3088645935058594
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=amg, eigen_tol=0.001)_6",10,200,cluster_qr,amg,0.001,6,0.6073822766513954,0.7583625345593701,1.3134832619703907,0.2910554266454876,2629.728206846925,10,3.33184814453125
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=amg, eigen_tol=0.001)_7",10,200,cluster_qr,amg,0.001,7,0.607416714427623,0.7584067497447946,1.3134880066342831,0.29105370170925715,2629.6688912060276,10,3.0530762672424316
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=amg, eigen_tol=0.001)_8",10,200,cluster_qr,amg,0.001,8,0.6073822766513954,0.7583625345593701,1.3134832619703907,0.2910554266454876,2629.728206846925,10,3.2065515518188477
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=amg, eigen_tol=0.001)_9",10,200,cluster_qr,amg,0.001,9,0.6073822766513954,0.7583625345593701,1.3134832619703907,0.2910554266454876,2629.728206846925,10,3.3664708137512207
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=arpack, eigen_tol=0.001)_0",10,200,cluster_qr,arpack,0.001,0,0.6073822766513954,0.7583625345593701,1.3134832619703907,0.2910554266454876,2629.728206846925,10,14.258325099945068
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=arpack, eigen_tol=0.001)_1",10,200,cluster_qr,arpack,0.001,1,0.6073822766513954,0.7583625345593701,1.3134832619703907,0.2910554266454876,2629.728206846925,10,14.13555121421814
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=arpack, eigen_tol=0.001)_2",10,200,cluster_qr,arpack,0.001,2,0.6073822766513954,0.7583625345593701,1.3134832619703907,0.2910554266454876,2629.728206846925,10,14.361013174057007
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=arpack, eigen_tol=0.001)_3",10,200,cluster_qr,arpack,0.001,3,0.6073822766513954,0.7583625345593701,1.3134832619703907,0.2910554266454876,2629.728206846925,10,13.990400075912476
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=arpack, eigen_tol=0.001)_4",10,200,cluster_qr,arpack,0.001,4,0.6073822766513954,0.7583625345593701,1.3134832619703907,0.2910554266454876,2629.728206846925,10,14.357006072998047
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=arpack, eigen_tol=0.001)_5",10,200,cluster_qr,arpack,0.001,5,0.6073822766513954,0.7583625345593701,1.3134832619703907,0.2910554266454876,2629.728206846925,10,14.607775688171387
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=arpack, eigen_tol=0.001)_6",10,200,cluster_qr,arpack,0.001,6,0.6073822766513954,0.7583625345593701,1.3134832619703907,0.2910554266454876,2629.728206846925,10,14.31430172920227
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=arpack, eigen_tol=0.001)_7",10,200,cluster_qr,arpack,0.001,7,0.607416714427623,0.7584067497447946,1.3134880066342831,0.29105370170925715,2629.6688912060276,10,14.104002475738525
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=arpack, eigen_tol=0.001)_8",10,200,cluster_qr,arpack,0.001,8,0.607416714427623,0.7584067497447946,1.3134880066342831,0.29105370170925715,2629.6688912060276,10,14.058144092559814
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=200, assign_labels=cluster_qr, eigen_solver=arpack, eigen_tol=0.001)_9",10,200,cluster_qr,arpack,0.001,9,0.6073822766513954,0.7583625345593701,1.3134832619703907,0.2910554266454876,2629.728206846925,10,14.156941652297974
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=lobpcg, eigen_tol=0.001)_0",10,250,kmeans,lobpcg,0.001,0,0.5992738097545416,0.7581208916975192,1.3047779164380278,0.28987392599257256,2622.8128106689646,10,1.630422592163086
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=lobpcg, eigen_tol=0.001)_1",10,250,kmeans,lobpcg,0.001,1,0.5210486895489341,0.7288956458604636,1.359363338012853,0.24634226777721915,2120.780029180922,10,1.6716725826263428
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=lobpcg, eigen_tol=0.001)_2",10,250,kmeans,lobpcg,0.001,2,0.5994984710109642,0.7582710891626002,1.3049867323599984,0.2898991205896961,2622.812695329679,10,1.6300742626190186
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=lobpcg, eigen_tol=0.001)_3",10,250,kmeans,lobpcg,0.001,3,0.59919608127966,0.7582166004115543,1.3044976605801064,0.2898530267192996,2622.527939981893,10,1.6309094429016113
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=lobpcg, eigen_tol=0.001)_4",10,250,kmeans,lobpcg,0.001,4,0.5992738097545416,0.7581208916975192,1.3047779164380275,0.28987392599257256,2622.812810668964,10,1.6665968894958496
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=lobpcg, eigen_tol=0.001)_5",10,250,kmeans,lobpcg,0.001,5,0.5992738097545416,0.7581208916975193,1.3047779164380278,0.28987392599257256,2622.812810668964,10,1.7176032066345215
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=lobpcg, eigen_tol=0.001)_6",10,250,kmeans,lobpcg,0.001,6,0.599378362326996,0.7583081686212555,1.3046962068518078,0.28987036241169184,2622.5477944728823,10,1.6870222091674805
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=lobpcg, eigen_tol=0.001)_7",10,250,kmeans,lobpcg,0.001,7,0.5993160295814511,0.7581792458632496,1.3048477411680366,0.28985693612773517,2622.600675330405,10,1.705841064453125
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=lobpcg, eigen_tol=0.001)_8",10,250,kmeans,lobpcg,0.001,8,0.5993362078714891,0.7582498205318585,1.3046264509312628,0.2898873557379977,2622.759934426188,10,1.7119741439819336
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=lobpcg, eigen_tol=0.001)_9",10,250,kmeans,lobpcg,0.001,9,0.59919608127966,0.7582166004115543,1.3044976605801062,0.2898530267192996,2622.527939981894,10,1.7475509643554688
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=amg, eigen_tol=0.001)_0",10,250,kmeans,amg,0.001,0,0.599378362326996,0.7583081686212556,1.3046962068518078,0.28987036241169184,2622.5477944728823,10,3.771878480911255
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=amg, eigen_tol=0.001)_1",10,250,kmeans,amg,0.001,1,0.5992071623897435,0.7579833396860031,1.304552083082419,0.2898782779764921,2622.683665869808,10,3.73195481300354
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=amg, eigen_tol=0.001)_2",10,250,kmeans,amg,0.001,2,0.5992738097545416,0.7581208916975192,1.3047779164380278,0.28987392599257256,2622.812810668964,10,3.8341970443725586
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=amg, eigen_tol=0.001)_3",10,250,kmeans,amg,0.001,3,0.5991539698328167,0.7581582617564318,1.3044279608011553,0.2898699864683656,2622.740208697218,10,3.7376763820648193
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=amg, eigen_tol=0.001)_4",10,250,kmeans,amg,0.001,4,0.5993362078714891,0.7582498205318583,1.3046264509312628,0.2898873557379977,2622.759934426189,10,3.6003565788269043
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=amg, eigen_tol=0.001)_5",10,250,kmeans,amg,0.001,5,0.5992738097545416,0.7581208916975193,1.3047779164380278,0.28987392599257256,2622.812810668964,10,3.697010040283203
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=amg, eigen_tol=0.001)_6",10,250,kmeans,amg,0.001,6,0.5993362078714891,0.7582498205318584,1.3046264509312626,0.2898873557379977,2622.759934426189,10,3.667695999145508
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=amg, eigen_tol=0.001)_7",10,250,kmeans,amg,0.001,7,0.5992738097545416,0.7581208916975193,1.3047779164380278,0.28987392599257256,2622.8128106689646,10,3.7625463008880615
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=amg, eigen_tol=0.001)_8",10,250,kmeans,amg,0.001,8,0.5993160295814511,0.7581792458632497,1.3048477411680368,0.28985693612773517,2622.600675330405,10,4.017215967178345
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=amg, eigen_tol=0.001)_9",10,250,kmeans,amg,0.001,9,0.5993362078714891,0.7582498205318583,1.3046264509312628,0.2898873557379977,2622.7599344261885,10,3.839507579803467
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=arpack, eigen_tol=0.001)_0",10,250,kmeans,arpack,0.001,0,0.5993160295814511,0.7581792458632498,1.3048477411680366,0.28985693612773517,2622.6006753304055,10,16.038702964782715
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=arpack, eigen_tol=0.001)_1",10,250,kmeans,arpack,0.001,1,0.5993362078714891,0.7582498205318584,1.304626450931263,0.2898873557379977,2622.759934426188,10,16.13768982887268
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=arpack, eigen_tol=0.001)_2",10,250,kmeans,arpack,0.001,2,0.5992738097545416,0.7581208916975192,1.3047779164380278,0.28987392599257256,2622.812810668964,10,16.145816564559937
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=arpack, eigen_tol=0.001)_3",10,250,kmeans,arpack,0.001,3,0.5993160295814511,0.7581792458632497,1.3048477411680368,0.28985693612773517,2622.600675330405,10,15.930793285369873
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=arpack, eigen_tol=0.001)_4",10,250,kmeans,arpack,0.001,4,0.6061860188383935,0.7316497368230241,1.5789988702572297,0.23127894988263914,1871.4472765088622,10,16.125797510147095
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=arpack, eigen_tol=0.001)_5",10,250,kmeans,arpack,0.001,5,0.5993160295814511,0.7581792458632496,1.3048477411680368,0.28985693612773517,2622.600675330405,10,16.089305639266968
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=arpack, eigen_tol=0.001)_6",10,250,kmeans,arpack,0.001,6,0.5993160295814511,0.7581792458632497,1.3048477411680366,0.28985693612773517,2622.600675330405,10,16.201881647109985
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=arpack, eigen_tol=0.001)_7",10,250,kmeans,arpack,0.001,7,0.5992738097545416,0.7581208916975192,1.3047779164380278,0.28987392599257256,2622.8128106689646,10,16.067020654678345
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=arpack, eigen_tol=0.001)_8",10,250,kmeans,arpack,0.001,8,0.5386430104498376,0.7234860774755738,1.3851119235112817,0.257611702216518,2447.3091107713644,10,15.874807596206665
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=kmeans, eigen_solver=arpack, eigen_tol=0.001)_9",10,250,kmeans,arpack,0.001,9,0.5992738097545416,0.7581208916975192,1.3047779164380278,0.28987392599257256,2622.812810668964,10,15.917412996292114
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=lobpcg, eigen_tol=0.001)_0",10,250,cluster_qr,lobpcg,0.001,0,0.6060261546958211,0.7544974778143368,1.3123747560436485,0.2919646620553451,2639.7222771625366,10,1.7922077178955078
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=lobpcg, eigen_tol=0.001)_1",10,250,cluster_qr,lobpcg,0.001,1,0.6055914387331675,0.7538779081759062,1.3128107663447053,0.29193008178988755,2640.09772368045,10,1.6961236000061035
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=lobpcg, eigen_tol=0.001)_2",10,250,cluster_qr,lobpcg,0.001,2,0.6064935512228391,0.7550130637320416,1.3127641747087693,0.29187978800330294,2637.6797602554393,10,1.7623043060302734
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=lobpcg, eigen_tol=0.001)_3",10,250,cluster_qr,lobpcg,0.001,3,0.6058712968886566,0.7542919384572228,1.312360870851184,0.29197702659759855,2639.8116983019054,10,1.730020523071289
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=lobpcg, eigen_tol=0.001)_4",10,250,cluster_qr,lobpcg,0.001,4,0.6060231948483208,0.7545330350882338,1.3125143007918605,0.2919167179024057,2639.7986192426106,10,1.7705042362213135
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=lobpcg, eigen_tol=0.001)_5",10,250,cluster_qr,lobpcg,0.001,5,0.6058364657900644,0.7542482287292539,1.3123520366956054,0.2919759339589743,2639.8050051820087,10,1.7448549270629883
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=lobpcg, eigen_tol=0.001)_6",10,250,cluster_qr,lobpcg,0.001,6,0.6062710437391986,0.7547246472580498,1.3124483715179138,0.2919491579169719,2639.31137677164,10,1.7691731452941895
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=lobpcg, eigen_tol=0.001)_7",10,250,cluster_qr,lobpcg,0.001,7,0.6061473066804254,0.7545977717607045,1.3125133629860442,0.29193368534633324,2638.8218381217425,10,1.7775866985321045
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=lobpcg, eigen_tol=0.001)_8",10,250,cluster_qr,lobpcg,0.001,8,0.6065038938039541,0.7549520604492057,1.3129099939833677,0.2918730979863615,2637.9980455594455,10,1.7731077671051025
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=lobpcg, eigen_tol=0.001)_9",10,250,cluster_qr,lobpcg,0.001,9,0.6057715306519957,0.7542786030522216,1.3123027744954723,0.29197660837647976,2639.9310754164767,10,1.7313282489776611
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=amg, eigen_tol=0.001)_0",10,250,cluster_qr,amg,0.001,0,0.6063181167534574,0.754722164131383,1.3128268169104473,0.29189614697379895,2638.146639170149,10,3.83426833152771
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=amg, eigen_tol=0.001)_1",10,250,cluster_qr,amg,0.001,1,0.6061473066804254,0.7545977717607045,1.3125133629860442,0.29193368534633324,2638.8218381217425,10,3.643705368041992
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=amg, eigen_tol=0.001)_2",10,250,cluster_qr,amg,0.001,2,0.6058712968886566,0.7542919384572228,1.312360870851184,0.29197702659759855,2639.8116983019054,10,3.785027503967285
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=amg, eigen_tol=0.001)_3",10,250,cluster_qr,amg,0.001,3,0.606488041502295,0.7550332334830545,1.3126097891848354,0.2918983653187592,2638.5843225435347,10,3.8920295238494873
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=amg, eigen_tol=0.001)_4",10,250,cluster_qr,amg,0.001,4,0.6058364657900644,0.7542482287292539,1.3123520366956054,0.2919759339589743,2639.8050051820087,10,3.717355966567993
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=amg, eigen_tol=0.001)_5",10,250,cluster_qr,amg,0.001,5,0.6056964220851189,0.7540360980289439,1.3125132163438882,0.291980157979853,2640.1326912843256,10,3.782589912414551
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=amg, eigen_tol=0.001)_6",10,250,cluster_qr,amg,0.001,6,0.6060069570890735,0.7543718451933342,1.3126655304183086,0.291935330936266,2639.1393558262353,10,3.891497850418091
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=amg, eigen_tol=0.001)_7",10,250,cluster_qr,amg,0.001,7,0.6063181167534574,0.754722164131383,1.3128268169104473,0.29189614697379895,2638.146639170149,10,3.928621292114258
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=amg, eigen_tol=0.001)_8",10,250,cluster_qr,amg,0.001,8,0.6058364657900644,0.7542482287292539,1.3123520366956054,0.2919759339589743,2639.8050051820087,10,4.159975290298462
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=amg, eigen_tol=0.001)_9",10,250,cluster_qr,amg,0.001,9,0.6058712968886566,0.7542919384572228,1.312360870851184,0.29197702659759855,2639.8116983019054,10,4.0303966999053955
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=arpack, eigen_tol=0.001)_0",10,250,cluster_qr,arpack,0.001,0,0.6058364657900644,0.7542482287292539,1.3123520366956054,0.2919759339589743,2639.8050051820087,10,16.46456003189087
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=arpack, eigen_tol=0.001)_1",10,250,cluster_qr,arpack,0.001,1,0.6058364657900644,0.7542482287292539,1.3123520366956054,0.2919759339589743,2639.8050051820087,10,16.29079031944275
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=arpack, eigen_tol=0.001)_2",10,250,cluster_qr,arpack,0.001,2,0.6058364657900644,0.7542482287292539,1.3123520366956054,0.2919759339589743,2639.8050051820087,10,17.360031366348267
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=arpack, eigen_tol=0.001)_3",10,250,cluster_qr,arpack,0.001,3,0.6058364657900644,0.7542482287292539,1.3123520366956054,0.2919759339589743,2639.8050051820087,10,16.24216604232788
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=arpack, eigen_tol=0.001)_4",10,250,cluster_qr,arpack,0.001,4,0.6058364657900644,0.7542482287292539,1.3123520366956054,0.2919759339589743,2639.8050051820087,10,16.664623260498047
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=arpack, eigen_tol=0.001)_5",10,250,cluster_qr,arpack,0.001,5,0.6058712968886566,0.7542919384572228,1.312360870851184,0.29197702659759855,2639.8116983019054,10,16.025569677352905
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=arpack, eigen_tol=0.001)_6",10,250,cluster_qr,arpack,0.001,6,0.6059063374947214,0.7543358898432574,1.3123839565496769,0.29197563055898373,2639.797964422432,10,16.15102791786194
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=arpack, eigen_tol=0.001)_7",10,250,cluster_qr,arpack,0.001,7,0.6058364657900644,0.7542482287292539,1.3123520366956054,0.2919759339589743,2639.8050051820087,10,16.06703019142151
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=arpack, eigen_tol=0.001)_8",10,250,cluster_qr,arpack,0.001,8,0.6058364657900644,0.7542482287292539,1.3123520366956054,0.2919759339589743,2639.8050051820087,10,15.43912649154663
"SpectralClusteringWrapper(n_clusters=10, n_neighbors=250, assign_labels=cluster_qr, eigen_solver=arpack, eigen_tol=0.001)_9",10,250,cluster_qr,arpack,0.001,9,0.6058364657900644,0.7542482287292539,1.3123520366956054,0.2919759339589743,2639.8050051820087,10,14.8550386428833
