Algorithm,n_clusters,fuzziness,rho,Repetition,ARI,NMI,DBI,Silhouette,CHS,Predicted k,Time
"FuzzyCMeans(n_clusters=3, fuzziness=9, rho=0.7)_6",3,9.0,0.7,6,0.19317289102533625,0.3870663760708759,1.4466599518079326,0.25425414826098475,3311.208724772579,3,2.2057087421417236
"FuzzyCMeans(n_clusters=3, fuzziness=9, rho=0.7)_7",3,9.0,0.7,7,0.19302223217945966,0.38672324563949734,1.4467433876219913,0.25419008207086824,3310.540341999289,3,2.8259754180908203
"FuzzyCMeans(n_clusters=3, fuzziness=9, rho=0.7)_8",3,9.0,0.7,8,0.19302223217945966,0.38672324563949734,1.4467433876219913,0.25419008207086824,3310.540341999289,3,1.8811583518981934
"FuzzyCMeans(n_clusters=3, fuzziness=9, rho=0.7)_9",3,9.0,0.7,9,0.19317289102533625,0.387066376070876,1.4466599518079313,0.25425414826098475,3311.208724772579,3,2.512547254562378
"FuzzyCMeans(n_clusters=3, fuzziness=9, rho=0.9)_0",3,9.0,0.9,0,0.19248457881939784,0.38442762675487707,1.44890170028682,0.2537586411701913,3304.781560150616,3,4.550127029418945
"FuzzyCMeans(n_clusters=3, fuzziness=9, rho=0.9)_1",3,9.0,0.9,1,0.19248457881939784,0.3844276267548771,1.44890170028682,0.2537586411701913,3304.781560150616,3,4.157811403274536
"FuzzyCMeans(n_clusters=3, fuzziness=9, rho=0.9)_2",3,9.0,0.9,2,0.19248457881939784,0.38442762675487707,1.44890170028682,0.2537586411701913,3304.781560150616,3,3.2331621646881104
"FuzzyCMeans(n_clusters=3, fuzziness=9, rho=0.9)_3",3,9.0,0.9,3,0.19248457881939784,0.38442762675487707,1.4489017002868199,0.2537586411701913,3304.781560150616,3,2.4944634437561035
"FuzzyCMeans(n_clusters=3, fuzziness=9, rho=0.9)_4",3,9.0,0.9,4,0.19248457881939784,0.38442762675487707,1.44890170028682,0.2537586411701913,3304.781560150616,3,1.0448768138885498
"FuzzyCMeans(n_clusters=3, fuzziness=9, rho=0.9)_5",3,9.0,0.9,5,0.19248457881939784,0.38442762675487707,1.4489017002868199,0.2537586411701913,3304.781560150616,3,0.9130384922027588
"FuzzyCMeans(n_clusters=3, fuzziness=9, rho=0.9)_6",3,9.0,0.9,6,0.19248457881939784,0.38442762675487707,1.4489017002868199,0.2537586411701913,3304.781560150616,3,0.6252353191375732
"FuzzyCMeans(n_clusters=3, fuzziness=9, rho=0.9)_7",3,9.0,0.9,7,0.19248457881939784,0.38442762675487707,1.4489017002868199,0.2537586411701913,3304.781560150616,3,1.149963617324829
"FuzzyCMeans(n_clusters=3, fuzziness=9, rho=0.9)_8",3,9.0,0.9,8,0.19248457881939784,0.38442762675487707,1.44890170028682,0.2537586411701913,3304.781560150616,3,0.677814245223999
"FuzzyCMeans(n_clusters=3, fuzziness=9, rho=0.9)_9",3,9.0,0.9,9,0.19248457881939784,0.38442762675487707,1.44890170028682,0.2537586411701913,3304.781560150616,3,1.223489761352539
"FuzzyCMeans(n_clusters=4, fuzziness=1.5, rho=0.5)_0",4,1.5,0.5,0,0.31945792100742276,0.5003606604203968,1.453532572579115,0.2695786651222926,3361.0387709269244,4,2.637812852859497
"FuzzyCMeans(n_clusters=4, fuzziness=1.5, rho=0.5)_1",4,1.5,0.5,1,0.31945792100742276,0.5003606604203968,1.453532572579115,0.2695786651222926,3361.0387709269257,4,0.9932875633239746
"FuzzyCMeans(n_clusters=4, fuzziness=1.5, rho=0.5)_2",4,1.5,0.5,2,0.2967982369425708,0.4815149953833936,1.5687927371715635,0.2543168617633859,3058.4185198615064,4,2.319143295288086
"FuzzyCMeans(n_clusters=4, fuzziness=1.5, rho=0.5)_3",4,1.5,0.5,3,0.3192375560497656,0.49989601016869584,1.453955343191424,0.26951717006216586,3361.036180373031,4,1.2979300022125244
"FuzzyCMeans(n_clusters=4, fuzziness=1.5, rho=0.5)_4",4,1.5,0.5,4,0.3115674275737669,0.511955625783173,1.4656631602305388,0.2609294553053148,3061.380170002017,4,1.6596450805664062
"FuzzyCMeans(n_clusters=4, fuzziness=1.5, rho=0.5)_5",4,1.5,0.5,5,0.3115674275737669,0.5119556257831729,1.4656631602305388,0.2609294553053148,3061.380170002018,4,1.4431562423706055
"FuzzyCMeans(n_clusters=4, fuzziness=1.5, rho=0.5)_6",4,1.5,0.5,6,0.2967982369425708,0.4815149953833935,1.5687927371715635,0.2543168617633859,3058.418519861506,4,4.641113519668579
"FuzzyCMeans(n_clusters=4, fuzziness=1.5, rho=0.5)_7",4,1.5,0.5,7,0.31945792100742276,0.5003606604203968,1.4535325725791153,0.2695786651222926,3361.038770926925,4,2.6577796936035156
"FuzzyCMeans(n_clusters=4, fuzziness=1.5, rho=0.5)_8",4,1.5,0.5,8,0.3192375560497656,0.4998960101686959,1.453955343191424,0.26951717006216586,3361.036180373031,4,1.8109912872314453
"FuzzyCMeans(n_clusters=4, fuzziness=1.5, rho=0.5)_9",4,1.5,0.5,9,0.31945792100742276,0.500360660420397,1.4535325725791148,0.2695786651222926,3361.0387709269253,4,1.5635015964508057
"FuzzyCMeans(n_clusters=4, fuzziness=1.5, rho=0.7)_0",4,1.5,0.7,0,0.31945792100742276,0.500360660420397,1.453532572579115,0.2695786651222926,3361.0387709269257,4,1.190483570098877
"FuzzyCMeans(n_clusters=4, fuzziness=1.5, rho=0.7)_1",4,1.5,0.7,1,0.2967982369425708,0.4815149953833936,1.5687927371715638,0.2543168617633859,3058.418519861506,4,2.543792247772217
"FuzzyCMeans(n_clusters=4, fuzziness=1.5, rho=0.7)_2",4,1.5,0.7,2,0.3194865228812748,0.5003936765467297,1.4536428443640501,0.2695638159869883,3361.0403445913453,4,1.5599637031555176
"FuzzyCMeans(n_clusters=4, fuzziness=1.5, rho=0.7)_3",4,1.5,0.7,3,0.3193360938562613,0.5001341275604574,1.453733638017383,0.2695239792745808,3361.039505219545,4,1.1784982681274414
"FuzzyCMeans(n_clusters=4, fuzziness=1.5, rho=0.7)_4",4,1.5,0.7,4,0.31893920914624735,0.499811407283526,1.4529168987898369,0.26954549624902857,3361.022142455798,4,1.9645743370056152
"FuzzyCMeans(n_clusters=4, fuzziness=1.5, rho=0.7)_5",4,1.5,0.7,5,0.31893920914624735,0.499811407283526,1.4529168987898367,0.26954549624902857,3361.022142455799,4,1.63130784034729
"FuzzyCMeans(n_clusters=4, fuzziness=1.5, rho=0.7)_6",4,1.5,0.7,6,0.3196483591423037,0.5005408993754099,1.4538346421947985,0.269544978305336,3361.04011735847,4,1.1534183025360107
"FuzzyCMeans(n_clusters=4, fuzziness=1.5, rho=0.7)_7",4,1.5,0.7,7,0.3113604992047071,0.5117083872072242,1.4654600903247608,0.26092670258446654,3061.382266540651,4,1.8015401363372803
